id,name,general_name
17309,Rouge delicious apples - from the United States,rouge
48071,Tomatoes - Accents - See varieties in store,tomatoes
23338,Cookies - Goglu,cookies
9507,rhubarbes,bar
32560,Fresh cheese - Minigo - View Varieties in store,cheese
11041,Fruit snacks - fruit-o-long,fruit
29350,Refrigerated Juice Mix - Nature Collection,juice
21938,Ice cream - Cremerie style - See in store varieties,ice cream
37436,Disinfecting wipes,wipes
26987,Baby Cookies - Farley's - See Varieties In Store,baby
7948,Wafers - see varieties in store,wafers
39275,"Rice - Uncle Ben's - Save $ 1 - * $ 6.49 Without Coupon - Limit of 1 Coupon by Purchase, By Customer",rice
13853,Peanut Butter - All Natural,peanut
16445,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry
38124,Salmon,salmon
2962,Baby Food - See Varieties In Store,baby
35696,Peanut Butter,peanut
44010,Fruit Drink - View Varieties In Store,fruit
42254,Submarine breads,submarine
11844,Yogurt - Source - See Varieties in-store,yogurt
13053,Refrigerated dessert,refrigerated
2439,Antiperspirants - see varieties in store,antiperspirants
3522,"Refrigerated Cranberry Cocktail - Saturday, July 14th Only - Limit of 4 - $ 3.49 The rest of the week or by item outside the limit",refrigerated
10157,Batteries - Lower price of the year,batteries
13431,Honey,honey
15112,Vegetable Cocktail - Garden Cocktail,vegetable
43294,Peanut Butter - All Natural,peanut
39566,Brown eggs - Gros Caliber,brown
22034,Peanut Butter - See Varieties In Store,peanut
12544,Tomato Pastry - See Varieties In Store,tomato
42469,Cheese sticks,cheese
13780,Babies Bok Choy,babies
40180,Ice Sweets - Drumstick - View Varieties in-store,ice
27828,Frozen thin crust pizza - rustico,pizza
16743,Frozen meal - Marie Callender's,frozen
21288,Tea - Saturday 18th and Sunday 19 January alone - Limit of 4 - $ 4.99 per additional item - $ 4.99 The rest of the week,tea
42701,Tissue Paper - Unnamed - Saturday 28th and Sunday 29 September only.- limit of 4 - $ 4.99 the rest of the week or by item outside the limit,tissue
48364,Gas Drink - Coke - See Varieties in Store - 50% off,gas
25256,Boneless turkey chest without skin - from Quebec,boneless
24506,Toothbrush - Extra Clean - Saturday 5th and Sunday January 6th - Limit of 4 - 99 ¢ The rest of the week or by article out of bounds,toothbrush
9444,Hygienic paper - Fluff,hygienic
44501,Antiperspirants - see varieties in store,antiperspirants
35221,Sardines,sardines
32003,Black Forest Smoked Ham Without Nitrite Sliced,black
46129,Plastic Film - Unnamed,plastic
16174,Energy Bar - See Varieties In Store,bar
49520,Batteries - max,batteries
40232,Soup Mix - Lipton,soup
16737,Preparation for infants A + 2,preparation
30407,Mushrooms Carnesses - Canada and / or the United States,mushrooms
1808,Honey - Unnamed,honey
15689,Frozen Pizza - Trabec,pizza
45960,Biological hummus - humm!- View varieties in store,biological
14689,Candy - Werther's original,candy
7769,Artesian water,artesian
13194,Refrigerated dessert,refrigerated
25133,Hand cream,hand
48057,Cheese - Sir Laurier d'Arthabaska,cheese
20277,Green cabbage - from Quebec - Canada # 1,green
27735,Jam - Smucker's - * Bonus 15 Points M,jam
8006,Crunchy bars,bar
11768,Plates,plates
44182,Ice Cream With Vanilla,ice cream
12644,Ice Cream With Vanilla,ice cream
30855,Honey,honey
27620,Slim Frozen Butter Chicken Pizza - Worldwide Flavors - See Varieties in Store,pizza
26487,Coffee Cartridges - Unnamed - See Varieties In Store,coffee
2225,"Toothbrush - Extra Clean - Saturday, August 31 only.- Limit of 4 - 99 ¢ The rest of the week or by item outside the limit",toothbrush
42650,Red Peppers of Fields - Quebec - 50% off,red
41690,Coffee in K-Cup buckets - McCafe,coffee
18594,Laundry Detergent - Pods,laundry
3485,Licorice - NIBS - See Varieties in-store,licorice
20785,nectarines,nectarines
49140,Refrigerated dessert,refrigerated
6385,Refrigerated Beverage - Oasis Morning - See Varieties In Store,refrigerated
39815,Capillary Products - Whole Blends - See Varieties in-store,capillary
29616,Chopped of turkey chest,chopped
20738,"Peanut Butter - Creamy - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",peanut
28671,Cantaloup - from the United States,cantaloup
27243,Cookies - Goglu,cookies
48047,Frozen fruit - President's choice - See in-store variety,fruit
31187,Mined with ham,mined
8368,raisin bread,raisin
35065,Licorice - NIBS - See Varieties in-store,licorice
22624,Litchis - Imported,litchis
38259,Instant Rice - See Varieties In Store,instant
40067,Antisodorific or deodorant,antisodorific
24617,Green grapes without glitches - Category # 1,green
15703,Dishwasher - View Varieties In store,dishwasher
5760,Very big green peppers - from Quebec,very
42458,Grain Coffee - St-Denis Burning - View Varieties in Store - * Bonus 45 Points M,grain
34256,Refrigerated fruit juice - health break,juice
577,Cereal - Alpha-Bits - 50% discount,cereal
28342,Rice - Quick & Good - View Varieties in store,rice
34282,Soybean spread,soybean
15285,Green grapes without glitches - California - Category # 1,green
18371,"Peanut Butter - Natural Crunchy - Saturday 8th and Sunday December 9th, only - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds",peanut
45061,Acetaminophen - Regular 325 mg,acetaminophen
25309,Fresh turkey chest boneless,fresh
20705,Turkey skewers with vegetables,turkey
28137,Acetaminophen - Regular 325 mg,acetaminophen
49424,Yogurt - Classical,yogurt
39201,Beer - Buy 2 Caisses and get a $ 15 reduction on your other groceries,beer
15063,Sliced charcuterie - see varieties in store,sliced
24970,Ground Coffee - Gourmet,ground
48498,Grape bread with cinnamon - pom,grape
48812,Meal Set - Stackers Lunch Mate,meal
47728,Meringue lemons tart,meringue
25758,Korean brown pears - from China,korean
29316,Frozen duck - Category Utility,frozen
10132,Capillary Color - Beautiful Color,capillary
47258,Fresh pork net - Under vacuum packaging,fresh
32463,Soup - Gastronomy of the day,soup
26034,Refrigerated dessert,refrigerated
38311,Seafood Broth Less salt - Campbell's,seafood
42447,Red Potatoes - From Quebec - Canada No 1,red
26248,Lemons,lemons
1612,"Jam, jelly, marmalade, spread - see varieties in store","jam,"
48923,Frozen waffles - EGGO,frozen
1751,Flooded pizza - thin and crispy or blue menu - see varieties in store,pizza
37947,Treats for Dogs - Tarticking Slices,treats
27522,Cream 35% - Ultra'Crème - * Bonus 30 Points M In purchase of 2,cream
36389,mushrooms of Paris,mushrooms
7285,Instant Gruau - See Varieties In Store,instant
37050,Brown eggs - Gros Caliber,brown
25190,Spread,spread
3464,Chicken for Chinese fondue,chicken
30945,Croissant,croissant
14814,Pasta without wheat / gluten free,pasta
29980,Black Forest Smoked Ham Without Nitrite Sliced,black
24866,Training panties,training
13396,Mousse,mousse
23752,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry
44508,Chou-flower - the United States and / or Mexico and / or Spain - Category # 1,chou-flower
31986,Puree of organic apples - the choice of the president,puree
19111,Pure maple syrup,pure
36853,Frozen Pizza - Giuseppe,pizza
45832,Chocolates - Turtles - Saturday 23 and Sunday November 24th only!- limit of 4 - $ 8.99 the rest of the week or by article out of bounds,chocolates
31326,Hygienic buffers - Pearl,hygienic
24929,Seafood flavored with crab,seafood
25588,Chocolate treatments - Mini,chocolate
4086,Organic red pepper - from Spain or Mexico,organic
26278,Preparation for infants A + 2,preparation
35140,Ice Cream With Vanilla,ice cream
2187,Frozen thin crust pizza - Ristorante - See in store varieties,pizza
5462,Sliced charcuterie,sliced
42617,Sliced charcuterie - see varieties in store,sliced
38920,Fresh pickles - from Quebec and / or Canada,fresh
49353,Frozen Waffles - EGGO - * Bonus 25 Points M,frozen
43086,"Big White Eggs, Grade A - Saturday 7th and Sunday 8 July Only - Limit of 2 - $ 2.49 The rest of the week or by item outside the limit",big
42341,Apple juice - see varieties in store,juice
9467,Black Forest Smoked Ham Without Nitrite Sliced,black
49074,Frozen fruit - President's choice - See in-store variety,fruit
12046,Jam - Smucker's,jam
27226,Chocolate,chocolate
3334,Paper towels,paper
26271,Chocolate and Hazelnut Spread - President's Choice,chocolate
21198,Preparation for Infants - Good Start,preparation
18304,Ice cream,ice cream
12228,Frozen fruit - President's choice - See in-store variety,fruit
34557,Coffee in K-Cup buckets - see varieties in store,coffee
18849,Yogurt to drink - Danactive - See in store varieties,yogurt
44035,Iced tea - limit of 4 - $ 3.99 per additional item,iced
15767,Plain flour,plain
5073,Ice Dessert - Classical - Limit of 2 - $ 3.49 per additional item,ice
49260,Red Potatoes - From Quebec - Canada No 1,red
32927,Sliced charcuterie - see varieties in store,sliced
12380,Baguette - See Varieties In Store,baguette
42333,Refrigerated fruit juice - see varieties in store,juice
47216,Natural Source Water - Pure Life,natural
14742,Smoked sausages coated with frozen dough - Original - * 50 Points Bonus m,sausage
39661,Mounted coffee - Traditional,mounted
43597,Solid Turkey - Natural Selections,solid
32782,Cereal - Special K - View Varieties in-store,cereal
31392,"chopped beef, skinny",chopped
46143,Black Forest Smoked Ham Without Nitrite Sliced,black
48182,Colorful cabbage salad,colorful
44337,Rouge delicious apples - from the United States,rouge
35855,Bacon - Original,bacon
40778,Provolone cheese,cheese
1516,Acetaminophen - Regular 325 mg,acetaminophen
38159,Frozen fries potatoes - Superfries,frozen
2050,K-Cup coffee buckets - President's choice,k-cup
27043,Black Forest Smoked Ham Without Nitrite Sliced,black
42858,Frozen Whipped Flooring - Cool Whip - Best Prices year,frozen
42444,Multiple Packaging Chocolate - Kat Kit,multiple
48629,Lozenges,lozenges
48874,Instant rice,instant
26738,Iced tea,iced
10999,Green grapes without biological seeds - the United States - Category # 1,green
16481,Crunchy bars - Special K,bar
4462,Rice - Quick & Good - View Varieties in store,rice
33113,Peppers - Bick's - View varieties in store - * Bonus 20 points m,peppers
28230,Frozen Pizza - Trabec,pizza
48706,Cheese - mozzarellissima,cheese
17640,Perfume enhancer for laundry - unstopable,laundry
5971,Refrigerated cashew drink,refrigerated
12034,Frozen fruit - President's choice - See in-store variety,fruit
36716,Sliced Charcuterie - See Varieties In-store,sliced
40390,Fresh pasta - see varieties in store,fresh
47601,Apples Cortland A.C. - Du Québec - Canada of Fantasy,apples
45099,"Acetaminophen - Complete - Cold, Cough and Influenza",acetaminophen
13819,Frozen Whipping Pack - Cool Whip,frozen
22927,Cranberry Infused Water - PACT - See Varieties In stock,cranberry
5575,Cheese Sticks - Ficello,cheese
15528,Peanut Butter - All Natural,peanut
30967,Cereal - Cinnamon Croque,cereal
41711,Dinner on the thumb,dinner
23749,Jelly - Smucker's,jelly
9413,Sparkling water - Pure Life - See in store varieties,sparkling
25890,Fresh Full Chicken - Pack of 2 Units,fresh
9366,Layers - The Choice of President,layers
15649,Ice cream - Cremerie style - See in store varieties,ice cream
10314,Red Potatoes - From Quebec - Canada No 1,red
46709,Chicken Tournedos with frozen bacon,chicken
19049,Omega 3,omega
42969,Omega-3 - Select,omega-3
4896,Beer - $ 9 Discount for 2 Caisses,beer
18634,Honey,honey
37565,Ice Cream With Vanilla,ice cream
8048,Sliced Cheese - P'tit Québec,cheese
21577,Yogurt - Mediterranean,yogurt
16507,Draught beer,draught
31778,Tartinade Hoummos,tartinade
47937,Lawyers Hass - Mexico,lawyers
26771,"Chicken, chest, boneless, skinless","chicken,"
40113,Organic food for baby,organic
4232,Licorice - NIBS - See Varieties in-store,licorice
46380,Lipstick - Exhibitionist,lipstick
33095,Ice Cream With Vanilla,ice cream
49416,Acetaminophen - Regular 325 mg,acetaminophen
47585,Hygienic paper - Fluff,hygienic
10549,Peanut Butter - Creamy and Light - Saturday 29 and Sunday 30 September only - Limit of 4 - $ 4.99 The rest of the week or by item outside the limit,peanut
27315,Disinfecting wipes,wipes
42274,Antiperspirants - see varieties in store,antiperspirants
756,Training Panties - Easy UPS,training
47783,"Antiperspirants - Saturday 13 and Sunday, October 14th only - Limit of 4 - $ 3.49 The rest of the week or by article out of bound",antiperspirants
9989,Instant Coffee - Rich - Saturday 24th and Sunday 25 November Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound,instant
15816,Biological Hass Lawyer - Mexico,biological
32839,Antiperspirant - * Except: Platinum,antiperspirant
39276,Baby food - see varieties in store,baby
40756,Licorice - NIBS - See Varieties in-store,licorice
37630,Gluten-free crackers - Breton - See in store varieties,gluten-free
2077,Lemons,lemons
67,Honey,honey
39557,Cake Mix - Classic,cake
8311,Bleach,bleach
45747,Extra Beer - Buy 2 Caisses and get $ 15 off your grocery basket,extra
17341,"Big White Eggs, Grade A - Saturday 2 and Sunday February 3rd - Limit of 2 - $ 2.49 The rest of the week or by article out of bound",big
26209,Croissant paste,croissant
33731,CREAM 10%,cream
37880,Chocolate treats,chocolate
30753,Licorice,licorice
4541,Frozen pizza,pizza
7933,Frozen Pizza - Giuseppe,pizza
14043,U-shaped buffers,u-shaped
13470,Chocolate treats - Aero,chocolate
7293,Hamburger breads - POM - * Bonus 20 points M to the purchase of 2,hamburger
5359,Ice Cream - Cremerie Style,ice cream
35496,Beet of Card Rainbow - Quebec,beet
19875,Semi-Boneless Smoked Ham - Olde Fashioned,semi-boneless
29387,Frozen thin crust pizza - Ristorante - See in store varieties,pizza
24190,Unparalleled drinks - Coca-Cola or Pepsi - Saturday 28 and Sunday 29 September only.- Limit of $ 4 - $ 4.49 per additional item - $ 4.99 The rest of the week,unparalleled
21663,Lemons,lemons
32466,Yogurt skyr,yogurt
30919,Frozen waffles - EGGO,frozen
16226,Frozen breaded chicken burgers - pub style - limit of 4 - $ 6.99 per additional item,frozen
8414,Ice Cream With Vanilla,ice cream
24955,Chocolate,chocolate
23126,Cookies - Maple Leaf,cookies
25464,"Chickpeas, canned","chickpeas,"
22451,"Rice Takers, Baby Biscotties - Baby Mum-Mum",rice
23650,Pasta - See Varieties In stock,pasta
4298,Liquid soap for hands,liquid
45372,Lemons,lemons
16709,"Frozen Pizza - Casa di Mama - Saturday 27 and Sunday, October 28th only - Limit of 4",pizza
20704,Frozen Chicken Strips - Pub Recipe,frozen
27272,Frozen Whipping Pack - Cool Whip,frozen
17003,Cookies - weather - see varieties in store,cookies
47570,Muffins - Market Delights,muffins
45761,Cookies - Saturday 15 and Sunday 16 December only - Limit of 4 - $ 2.99 The rest of the week or by article out of bound,cookies
46979,Wiper - Green,wiper
27126,Chocolate,chocolate
41819,Cake Mix - Supermist,cake
31423,sweetened condensed milk,sweetened
38212,Sachered Beverage Mix - Light Crystal,sachered
5224,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry
46736,Antiperspirants - see varieties in store,antiperspirants
1376,Yogurt - Classical,yogurt
10814,Corn syrup - Lily White,corn
7556,Tissue Paper - Limit of 4 - $ 6.99 per additional item,tissue
21019,"White eggs, category A - Saturday 14 and Sunday 15 September only - Limit of 2 - $ 2.29 per additional item - $ 2.49 The rest of the week",white
3526,Red Potatoes - From Quebec - Canada No 1,red
29182,Dishwasher - View Varieties In store,dishwasher
35091,Frozen breaded fish sticks - See in store varieties,frozen
10423,Vitamin C - 500 mg,vitamin
16920,vegetables soup,vegetables
41003,Shampoo - See Varieties In Store,shampoo
27897,Frozen Farcie Crust Pizza,pizza
4445,spinach babies,spinach
42840,Gassed source water,gassed
33216,Gluten-free crackers - Breton - See in store varieties,gluten-free
39984,Italian Charcuterie - See Varieties In Store,italian
24084,Instant Coffee - Taste's Choice - See Varieties In Store,instant
20607,Grain Coffee - Mont-Royal Burn,grain
37002,Chewing gum,chewing
26568,Fruit snack - GOGO SQUEZ - Lower price of the year,fruit
28080,Pellets - see varieties in store,pellets
4039,Hygienic paper - limit of 4 - $ 8.99 per additional item,hygienic
30257,Styling foam,styling
37717,Apple Compote - Free,apple
33718,Sausages - Simply Good,sausage
21567,Cereal - Alpha-bits,cereal
12258,Bagel frozen cocks,bagel
20794,Almond Butter - Blue Menu,almond
35951,Ice Cream With Vanilla,ice cream
9755,Cheese snacks - Nanö,cheese
27966,Litchis - Imported,litchis
13857,Cream Cheese - Philadelphia - See Varieties In stock,cheese
29646,Battery toothbrush - see varieties in store,battery
24673,Sliced charcuterie - see varieties in store,sliced
26063,Frozen duck - Category Utility,frozen
26803,Sliced charcuterie - see varieties in store,sliced
2198,Sliced charcuterie - see varieties in store,sliced
15498,Cereal - Special K,cereal
8352,Capillary Color - Feria,capillary
2335,quinoa,quinoa
13810,Refrigerated Beverage - Oasis Morning - See Varieties In Store,refrigerated
48183,Chips - Unnamed,chip
6506,Gas Drink - See Varieties In Store,gas
46060,Gas Drink - Coke Diet,gas
3974,Cats Food - Fancy Feast - View Varieties in-store,cats
920,Pâté with three frozen meats,pâté
9499,yellow onions,yellow
18906,Antiperspirants - see varieties in store,antiperspirants
36906,Chocolate treatments - Hershey's - View Varieties in-store,chocolate
29103,Cookie mix,cookie
19240,Fruit Drink - See Varieties In Store,fruit
5296,Hygienic paper - Fluff,hygienic
42671,Provolone cheese,cheese
46692,Organic Drink - President's Choice - See Varieties In-store,organic
20781,Brussels sprouts,brussels
20428,"Capillary Products - Frunts - Saturday, November 16th only - Limit of 4 - $ 2.99 The rest of the week or by article out of bound",capillary
37696,Crustles - Stax - * Bonus 25 Points M Within Buying 3,crustles
3556,Frozen Meal - Slimming Kitchen,frozen
9474,Frozen Beef Bouballs - President's Choice,frozen
37354,Ice cream,ice cream
17731,Sliced charcuterie - see varieties in store,sliced
24283,Hygienic buffers - Pearl,hygienic
39890,Max batteries,max
32407,Cretons - Buy 2 and get the third for free for free,cretons
44329,100% refrigerated juice mix - see varieties in store - * Bonus 20 points m,juice
23273,Yogurt Nature Bio,yogurt
46184,Ice Dessert - Classic - See Varieties In Store,ice
49155,"chopped beef, skinny",chopped
48112,tomatoes,tomatoes
16137,Cereal - Special K,cereal
10343,Cut Carrots (Cocktail) Organic,cut
38730,Disinfecting wipes,wipes
6891,"Crackers - Saturday 18 and Sunday, May 19th only.",crackers
36129,Pasta - See Varieties In stock,pasta
17260,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry
26905,Black Forest Smoked Ham Without Nitrite Sliced,black
46058,Frozen Pizza - See Varieties in Store - * Bonus 20 Points M,pizza
4391,Fridges,fridges
4332,Dietal drink,dietal
36643,Chia seeds,chia
13027,Velvety peanut butter,velvety
12562,Sliced salami,sliced
27365,Capillary products,capillary
15591,"Batteries - Saturday, 22 and Sunday 23 June only.- Limit of 4 - $ 13.79 The rest of the week or by item outside.",batteries
42643,Frozen Pancakes - EGGO - * Bonus 15 Points M,cake
15333,Skimmed milk - finely filtered,skimmed
881,Ice Dessert - Classic - See Varieties In Store,ice
39017,Strike Milk - See Varieties In Store,strike
32665,Skim milk - Purfiltre,skim
