id,name,general_name
19019,Black chocolate snack - BARKTHINS - * BONUS 20 POINTS M,bar
39973,Biological Hass Lawyer - Mexico,various
9513,Cereal - Special K,various
403,Antiperspirant vaporizer,various
39693,Fruit juice,juice
1377,Pure honey,various
35336,Grain Coffee - See Varieties in Store - * Bonus 45 Points M,various
9604,Maple Syrup - President's Choice,various
48486,Crunchy bars - Special K,bar
40063,Scented oil - save $ 1 more when buying 1 product with a good-discount in store,various
17600,Mined with ham,various
36117,Italian tomatoes,various
34160,Cookies - weather - see varieties in store,various
47209,Beans - See Varieties In Store,various
6571,Garlic Sticks - Giuseppe,various
5006,Antiperspirants - see varieties in store,various
23862,Apple Compote - Free,various
6849,U Fitness buffers,hygiene product
49387,Wholesale whole water melon without glitches - the United States and / or Mexico,various
18698,"Target - Max - Saturday 27 and Sunday, July 28th only.- Limit of 4 - $ 5.99 The rest of the week or by item outside the limit",various
36848,Lemons,various
14379,Frozen meal - Hungry-man - See in store varieties,various
31101,Yellow Asian Pear - China,various
11190,Fresh stuffed pasta,various
16290,Red Potatoes - From Quebec - Canada No 1,various
13588,Almond Drink - Natur-A,various
16254,Refrigerated dessert,various
42536,Sliced White Mushrooms - Canada,various
27117,Almond Butter - Blue Menu,various
25904,Chopped chicken - blue menu,various
48742,Turkey skewers with vegetables,various
30683,Chicken spread,various
21206,Red Potatoes - From Quebec - Canada No 1,various
33919,Toothbrush - twister - see varieties in store,various
21131,Frozen pastry - Toaster Strudel - See in store varieties,various
6388,Frozen pastry - Toaster Strudel - See in store varieties,various
46923,Greenhouse Orange Peppers - Imported,various
27180,Mesclun (mixed lettuce),various
10644,Hygienic buffers - Pearl,hygiene product
23461,Ice Cream - Häagen-Dazs,various
23203,Refrigerated fruit drink - see varieties in store,various
7897,Apple Compote - Free,various
28289,Ice Cream With Vanilla,various
28199,Fruit snack - fruit,various
24165,Jam - Smucker's,various
13535,Bars - see varieties in store,bar
28379,PREPARATION FOR INFANTONS - MORE START More,various
24838,Natural peanut butter,various
8573,Cats Food - Friskies - View Varieties in-store,various
26029,Crunchy bars - Special K,bar
23275,Textile softening in leaves,various
34668,Instant Rice - See Varieties In Store,various
28985,"Organic NAVEL ORANGES, WITHOUT PENSION - United States - * Bonus 10 Points M",various
9020,Frozen chicken breast fillets,various
29891,Vitamin C - 500 mg,various
15090,Pasta - See Varieties In stock,various
35089,Pork Back Côtes - Lou's,various
9810,Ice Sweets - Drumstick,various
45562,Pellets - see varieties in store,various
15153,Honey - President's Choice - See Varieties In Store,various
21883,Revitalizer - * Bonus 25 Points M,various
38777,Litchis - Imported,various
27104,Cookies - Save $ 1 In addition to the purchase of 2 products with a good-discount in store,various
29408,sugar peas snap,various
26182,English muffins,various
16135,Whipped cream cheese - Philadelphia,various
28411,Frozen waffles - EGGO,various
4054,Tipper - Tiger - Limit of 4 - $ 6.99 per additional item,various
21903,Table towels - * Bonus 15 points M,various
44354,Vitamin C - 500 mg,various
33741,Cheese Cake - President's Choice - See Varieties In Store,cake
11215,Perfume enhancer for laundry,laundry
23770,Licorice - Super Nibs - See Varieties In Store,various
6101,Jam - See Variety In Store,various
36870,Organic yellow onions,various
36379,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry
9230,Frozen Whole Duck - Brome Lake - Category A,various
12854,Softening textile,various
33816,Beets,various
11105,Frozen breast chest nuggets - * Get 100 air miles from buying 3,various
47465,Barres - Taste Mountain,bar
15078,Eye Tracer - Infallible,various
28278,Eye Tracer - Infallible,various
31343,Laundry Detergent - Pods,laundry
6604,Half Smoked Hair Boneless - Toupie Genre,various
32385,Music squash - in the United States,various
3066,Laundry Detergent - Pods,laundry
40716,Kaiser breads,various
35504,Craped Chicken - Packled Swimming,various
9480,Sure Cream - * Bonus 15 Points M,various
2405,Frozen breaded chicken nuggets - pub recipe,various
25199,mango,fruit
2421,Cats Food - Cat Chow - Save $ 1.50,various
28204,Capillary dye - image,various
24527,Red Potatoes - From Quebec - Canada No 1,various
24303,kaiser bread,various
21955,Licorice,various
19097,Red or White Wine - $ 6 Discount on Viniers 3-4 L - See Varieties in-store,various
43122,Orange juice,juice
31997,Milk 2% - Finely filtered,various
18370,Hand cream,various
703,Body cleaner,various
33620,Ice Cream With Vanilla,various
8424,Ice Cream With Vanilla,various
18376,"Cookies - Maple Leaf - Buy 2 and get 1 free marshmall bag (454 g), worth $ 2.49.",various
29398,Organic Ground Coffee - See Varieties In Store,various
19706,Mozzarelissima bar,bar
9210,Ice Cream With Vanilla,various
21347,paninis,various
2966,Biscuits - Bear legs - see varieties in store,various
13838,pineapple,various
44580,vegetable shortening,various
7041,Cookies - Choco,various
8514,Pickles,various
17309,Rouge delicious apples - from the United States,various
48071,Tomatoes - Accents - See varieties in store,various
23338,Cookies - Goglu,various
9507,rhubarbes,bar
32560,Fresh cheese - Minigo - View Varieties in store,various
11041,Fruit snacks - fruit-o-long,various
29350,Refrigerated Juice Mix - Nature Collection,juice
21938,Ice cream - Cremerie style - See in store varieties,various
37436,Disinfecting wipes,cleaning product
26987,Baby Cookies - Farley's - See Varieties In Store,various
7948,Wafers - see varieties in store,various
39275,"Rice - Uncle Ben's - Save $ 1 - * $ 6.49 Without Coupon - Limit of 1 Coupon by Purchase, By Customer",various
13853,Peanut Butter - All Natural,various
16445,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry
38124,Salmon,various
2962,Baby Food - See Varieties In Store,various
35696,Peanut Butter,various
44010,Fruit Drink - View Varieties In Store,various
42254,Submarine breads,various
11844,Yogurt - Source - See Varieties in-store,yogurt
13053,Refrigerated dessert,various
2439,Antiperspirants - see varieties in store,various
3522,"Refrigerated Cranberry Cocktail - Saturday, July 14th Only - Limit of 4 - $ 3.49 The rest of the week or by item outside the limit",various
10157,Batteries - Lower price of the year,various
13431,Honey,various
15112,Vegetable Cocktail - Garden Cocktail,various
43294,Peanut Butter - All Natural,various
39566,Brown eggs - Gros Caliber,various
22034,Peanut Butter - See Varieties In Store,various
12544,Tomato Pastry - See Varieties In Store,various
42469,Cheese sticks,various
13780,Babies Bok Choy,various
40180,Ice Sweets - Drumstick - View Varieties in-store,various
27828,Frozen thin crust pizza - rustico,pizza
16743,Frozen meal - Marie Callender's,various
21288,Tea - Saturday 18th and Sunday 19 January alone - Limit of 4 - $ 4.99 per additional item - $ 4.99 The rest of the week,various
42701,Tissue Paper - Unnamed - Saturday 28th and Sunday 29 September only.- limit of 4 - $ 4.99 the rest of the week or by item outside the limit,various
48364,Gas Drink - Coke - See Varieties in Store - 50% off,various
25256,Boneless turkey chest without skin - from Quebec,various
24506,Toothbrush - Extra Clean - Saturday 5th and Sunday January 6th - Limit of 4 - 99 ¢ The rest of the week or by article out of bounds,various
9444,Hygienic paper - Fluff,various
44501,Antiperspirants - see varieties in store,various
35221,Sardines,various
32003,Black Forest Smoked Ham Without Nitrite Sliced,various
46129,Plastic Film - Unnamed,various
16174,Energy Bar - See Varieties In Store,bar
49520,Batteries - max,various
40232,Soup Mix - Lipton,various
16737,Preparation for infants A + 2,various
30407,Mushrooms Carnesses - Canada and / or the United States,various
1808,Honey - Unnamed,various
15689,Frozen Pizza - Trabec,pizza
45960,Biological hummus - humm!- View varieties in store,various
14689,Candy - Werther's original,various
7769,Artesian water,various
13194,Refrigerated dessert,various
25133,Hand cream,various
48057,Cheese - Sir Laurier d'Arthabaska,various
20277,Green cabbage - from Quebec - Canada # 1,various
27735,Jam - Smucker's - * Bonus 15 Points M,various
8006,Crunchy bars,bar
11768,Plates,various
44182,Ice Cream With Vanilla,various
12644,Ice Cream With Vanilla,various
30855,Honey,various
27620,Slim Frozen Butter Chicken Pizza - Worldwide Flavors - See Varieties in Store,pizza
26487,Coffee Cartridges - Unnamed - See Varieties In Store,various
2225,"Toothbrush - Extra Clean - Saturday, August 31 only.- Limit of 4 - 99 ¢ The rest of the week or by item outside the limit",various
42650,Red Peppers of Fields - Quebec - 50% off,various
41690,Coffee in K-Cup buckets - McCafe,various
18594,Laundry Detergent - Pods,laundry
3485,Licorice - NIBS - See Varieties in-store,various
20785,nectarines,various
49140,Refrigerated dessert,various
6385,Refrigerated Beverage - Oasis Morning - See Varieties In Store,various
39815,Capillary Products - Whole Blends - See Varieties in-store,various
29616,Chopped of turkey chest,various
20738,"Peanut Butter - Creamy - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",various
28671,Cantaloup - from the United States,various
27243,Cookies - Goglu,various
48047,Frozen fruit - President's choice - See in-store variety,various
31187,Mined with ham,various
8368,raisin bread,various
35065,Licorice - NIBS - See Varieties in-store,various
22624,Litchis - Imported,various
38259,Instant Rice - See Varieties In Store,various
40067,Antisodorific or deodorant,various
24617,Green grapes without glitches - Category # 1,various
15703,Dishwasher - View Varieties In store,various
5760,Very big green peppers - from Quebec,various
42458,Grain Coffee - St-Denis Burning - View Varieties in Store - * Bonus 45 Points M,various
34256,Refrigerated fruit juice - health break,juice
577,Cereal - Alpha-Bits - 50% discount,various
28342,Rice - Quick & Good - View Varieties in store,various
34282,Soybean spread,various
15285,Green grapes without glitches - California - Category # 1,various
18371,"Peanut Butter - Natural Crunchy - Saturday 8th and Sunday December 9th, only - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds",various
45061,Acetaminophen - Regular 325 mg,various
25309,Fresh turkey chest boneless,various
20705,Turkey skewers with vegetables,various
28137,Acetaminophen - Regular 325 mg,various
49424,Yogurt - Classical,yogurt
39201,Beer - Buy 2 Caisses and get a $ 15 reduction on your other groceries,various
15063,Sliced charcuterie - see varieties in store,various
24970,Ground Coffee - Gourmet,various
48498,Grape bread with cinnamon - pom,various
48812,Meal Set - Stackers Lunch Mate,various
47728,Meringue lemons tart,various
25758,Korean brown pears - from China,various
29316,Frozen duck - Category Utility,various
10132,Capillary Color - Beautiful Color,various
47258,Fresh pork net - Under vacuum packaging,various
32463,Soup - Gastronomy of the day,various
26034,Refrigerated dessert,various
38311,Seafood Broth Less salt - Campbell's,various
42447,Red Potatoes - From Quebec - Canada No 1,various
26248,Lemons,various
1612,"Jam, jelly, marmalade, spread - see varieties in store",various
48923,Frozen waffles - EGGO,various
1751,Flooded pizza - thin and crispy or blue menu - see varieties in store,pizza
37947,Treats for Dogs - Tarticking Slices,various
27522,Cream 35% - Ultra'Crème - * Bonus 30 Points M In purchase of 2,various
36389,mushrooms of Paris,various
7285,Instant Gruau - See Varieties In Store,various
37050,Brown eggs - Gros Caliber,various
25190,Spread,various
3464,Chicken for Chinese fondue,various
30945,Croissant,various
14814,Pasta without wheat / gluten free,various
29980,Black Forest Smoked Ham Without Nitrite Sliced,various
24866,Training panties,various
13396,Mousse,various
23752,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry
44508,Chou-flower - the United States and / or Mexico and / or Spain - Category # 1,various
31986,Puree of organic apples - the choice of the president,various
19111,Pure maple syrup,various
36853,Frozen Pizza - Giuseppe,pizza
45832,Chocolates - Turtles - Saturday 23 and Sunday November 24th only!- limit of 4 - $ 8.99 the rest of the week or by article out of bounds,various
31326,Hygienic buffers - Pearl,hygiene product
24929,Seafood flavored with crab,various
25588,Chocolate treatments - Mini,various
4086,Organic red pepper - from Spain or Mexico,various
26278,Preparation for infants A + 2,various
35140,Ice Cream With Vanilla,various
2187,Frozen thin crust pizza - Ristorante - See in store varieties,pizza
5462,Sliced charcuterie,various
42617,Sliced charcuterie - see varieties in store,various
38920,Fresh pickles - from Quebec and / or Canada,various
49353,Frozen Waffles - EGGO - * Bonus 25 Points M,various
43086,"Big White Eggs, Grade A - Saturday 7th and Sunday 8 July Only - Limit of 2 - $ 2.49 The rest of the week or by item outside the limit",various
42341,Apple juice - see varieties in store,juice
9467,Black Forest Smoked Ham Without Nitrite Sliced,various
49074,Frozen fruit - President's choice - See in-store variety,various
12046,Jam - Smucker's,various
27226,Chocolate,various
3334,Paper towels,various
26271,Chocolate and Hazelnut Spread - President's Choice,various
21198,Preparation for Infants - Good Start,various
18304,Ice cream,various
12228,Frozen fruit - President's choice - See in-store variety,various
34557,Coffee in K-Cup buckets - see varieties in store,various
18849,Yogurt to drink - Danactive - See in store varieties,yogurt
44035,Iced tea - limit of 4 - $ 3.99 per additional item,various
15767,Plain flour,various
5073,Ice Dessert - Classical - Limit of 2 - $ 3.49 per additional item,various
49260,Red Potatoes - From Quebec - Canada No 1,various
32927,Sliced charcuterie - see varieties in store,various
12380,Baguette - See Varieties In Store,various
42333,Refrigerated fruit juice - see varieties in store,juice
47216,Natural Source Water - Pure Life,various
14742,Smoked sausages coated with frozen dough - Original - * 50 Points Bonus m,sausage
39661,Mounted coffee - Traditional,various
43597,Solid Turkey - Natural Selections,various
32782,Cereal - Special K - View Varieties in-store,various
31392,"chopped beef, skinny",various
46143,Black Forest Smoked Ham Without Nitrite Sliced,various
48182,Colorful cabbage salad,various
44337,Rouge delicious apples - from the United States,various
35855,Bacon - Original,various
40778,Provolone cheese,various
1516,Acetaminophen - Regular 325 mg,various
38159,Frozen fries potatoes - Superfries,various
2050,K-Cup coffee buckets - President's choice,various
27043,Black Forest Smoked Ham Without Nitrite Sliced,various
42858,Frozen Whipped Flooring - Cool Whip - Best Prices year,various
42444,Multiple Packaging Chocolate - Kat Kit,various
48629,Lozenges,various
48874,Instant rice,various
26738,Iced tea,various
10999,Green grapes without biological seeds - the United States - Category # 1,various
16481,Crunchy bars - Special K,bar
4462,Rice - Quick & Good - View Varieties in store,various
33113,Peppers - Bick's - View varieties in store - * Bonus 20 points m,various
28230,Frozen Pizza - Trabec,pizza
48706,Cheese - mozzarellissima,various
17640,Perfume enhancer for laundry - unstopable,laundry
5971,Refrigerated cashew drink,various
12034,Frozen fruit - President's choice - See in-store variety,various
36716,Sliced Charcuterie - See Varieties In-store,various
40390,Fresh pasta - see varieties in store,various
47601,Apples Cortland A.C. - Du Québec - Canada of Fantasy,various
45099,"Acetaminophen - Complete - Cold, Cough and Influenza",various
13819,Frozen Whipping Pack - Cool Whip,various
22927,Cranberry Infused Water - PACT - See Varieties In stock,various
5575,Cheese Sticks - Ficello,various
15528,Peanut Butter - All Natural,various
30967,Cereal - Cinnamon Croque,various
41711,Dinner on the thumb,various
23749,Jelly - Smucker's,various
9413,Sparkling water - Pure Life - See in store varieties,various
25890,Fresh Full Chicken - Pack of 2 Units,various
9366,Layers - The Choice of President,various
15649,Ice cream - Cremerie style - See in store varieties,various
10314,Red Potatoes - From Quebec - Canada No 1,various
46709,Chicken Tournedos with frozen bacon,various
19049,Omega 3,various
42969,Omega-3 - Select,various
4896,Beer - $ 9 Discount for 2 Caisses,various
18634,Honey,various
37565,Ice Cream With Vanilla,various
8048,Sliced Cheese - P'tit Québec,various
21577,Yogurt - Mediterranean,yogurt
16507,Draught beer,various
31778,Tartinade Hoummos,various
47937,Lawyers Hass - Mexico,various
26771,"Chicken, chest, boneless, skinless",various
40113,Organic food for baby,various
4232,Licorice - NIBS - See Varieties in-store,various
46380,Lipstick - Exhibitionist,various
33095,Ice Cream With Vanilla,various
49416,Acetaminophen - Regular 325 mg,various
47585,Hygienic paper - Fluff,various
10549,Peanut Butter - Creamy and Light - Saturday 29 and Sunday 30 September only - Limit of 4 - $ 4.99 The rest of the week or by item outside the limit,various
27315,Disinfecting wipes,cleaning product
42274,Antiperspirants - see varieties in store,various
756,Training Panties - Easy UPS,various
47783,"Antiperspirants - Saturday 13 and Sunday, October 14th only - Limit of 4 - $ 3.49 The rest of the week or by article out of bound",various
9989,Instant Coffee - Rich - Saturday 24th and Sunday 25 November Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound,various
15816,Biological Hass Lawyer - Mexico,various
32839,Antiperspirant - * Except: Platinum,various
39276,Baby food - see varieties in store,various
40756,Licorice - NIBS - See Varieties in-store,various
37630,Gluten-free crackers - Breton - See in store varieties,various
2077,Lemons,various
67,Honey,various
39557,Cake Mix - Classic,cake
8311,Bleach,various
45747,Extra Beer - Buy 2 Caisses and get $ 15 off your grocery basket,various
17341,"Big White Eggs, Grade A - Saturday 2 and Sunday February 3rd - Limit of 2 - $ 2.49 The rest of the week or by article out of bound",various
26209,Croissant paste,various
33731,CREAM 10%,various
37880,Chocolate treats,various
30753,Licorice,various
4541,Frozen pizza,pizza
7933,Frozen Pizza - Giuseppe,pizza
14043,U-shaped buffers,hygiene product
13470,Chocolate treats - Aero,various
7293,Hamburger breads - POM - * Bonus 20 points M to the purchase of 2,various
5359,Ice Cream - Cremerie Style,various
35496,Beet of Card Rainbow - Quebec,various
19875,Semi-Boneless Smoked Ham - Olde Fashioned,various
29387,Frozen thin crust pizza - Ristorante - See in store varieties,pizza
24190,Unparalleled drinks - Coca-Cola or Pepsi - Saturday 28 and Sunday 29 September only.- Limit of $ 4 - $ 4.49 per additional item - $ 4.99 The rest of the week,various
21663,Lemons,various
32466,Yogurt skyr,yogurt
30919,Frozen waffles - EGGO,various
16226,Frozen breaded chicken burgers - pub style - limit of 4 - $ 6.99 per additional item,various
8414,Ice Cream With Vanilla,various
24955,Chocolate,various
23126,Cookies - Maple Leaf,various
25464,"Chickpeas, canned",various
22451,"Rice Takers, Baby Biscotties - Baby Mum-Mum",various
23650,Pasta - See Varieties In stock,various
4298,Liquid soap for hands,various
45372,Lemons,various
16709,"Frozen Pizza - Casa di Mama - Saturday 27 and Sunday, October 28th only - Limit of 4",pizza
20704,Frozen Chicken Strips - Pub Recipe,various
27272,Frozen Whipping Pack - Cool Whip,various
17003,Cookies - weather - see varieties in store,various
47570,Muffins - Market Delights,various
45761,Cookies - Saturday 15 and Sunday 16 December only - Limit of 4 - $ 2.99 The rest of the week or by article out of bound,various
46979,Wiper - Green,various
27126,Chocolate,various
41819,Cake Mix - Supermist,cake
31423,sweetened condensed milk,various
38212,Sachered Beverage Mix - Light Crystal,various
5224,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry
46736,Antiperspirants - see varieties in store,various
1376,Yogurt - Classical,yogurt
10814,Corn syrup - Lily White,various
7556,Tissue Paper - Limit of 4 - $ 6.99 per additional item,various
21019,"White eggs, category A - Saturday 14 and Sunday 15 September only - Limit of 2 - $ 2.29 per additional item - $ 2.49 The rest of the week",various
3526,Red Potatoes - From Quebec - Canada No 1,various
29182,Dishwasher - View Varieties In store,various
35091,Frozen breaded fish sticks - See in store varieties,various
10423,Vitamin C - 500 mg,various
16920,vegetables soup,various
41003,Shampoo - See Varieties In Store,various
27897,Frozen Farcie Crust Pizza,pizza
4445,spinach babies,various
42840,Gassed source water,various
33216,Gluten-free crackers - Breton - See in store varieties,various
39984,Italian Charcuterie - See Varieties In Store,various
24084,Instant Coffee - Taste's Choice - See Varieties In Store,various
20607,Grain Coffee - Mont-Royal Burn,various
37002,Chewing gum,various
26568,Fruit snack - GOGO SQUEZ - Lower price of the year,various
28080,Pellets - see varieties in store,various
4039,Hygienic paper - limit of 4 - $ 8.99 per additional item,various
30257,Styling foam,various
37717,Apple Compote - Free,various
33718,Sausages - Simply Good,sausage
21567,Cereal - Alpha-bits,various
12258,Bagel frozen cocks,various
20794,Almond Butter - Blue Menu,various
35951,Ice Cream With Vanilla,various
9755,Cheese snacks - Nanö,various
27966,Litchis - Imported,various
13857,Cream Cheese - Philadelphia - See Varieties In stock,various
29646,Battery toothbrush - see varieties in store,various
24673,Sliced charcuterie - see varieties in store,various
26063,Frozen duck - Category Utility,various
26803,Sliced charcuterie - see varieties in store,various
2198,Sliced charcuterie - see varieties in store,various
15498,Cereal - Special K,various
8352,Capillary Color - Feria,various
2335,quinoa,various
13810,Refrigerated Beverage - Oasis Morning - See Varieties In Store,various
48183,Chips - Unnamed,chip
6506,Gas Drink - See Varieties In Store,various
46060,Gas Drink - Coke Diet,various
3974,Cats Food - Fancy Feast - View Varieties in-store,various
920,Pâté with three frozen meats,various
9499,yellow onions,various
18906,Antiperspirants - see varieties in store,various
36906,Chocolate treatments - Hershey's - View Varieties in-store,various
29103,Cookie mix,various
19240,Fruit Drink - See Varieties In Store,various
5296,Hygienic paper - Fluff,various
42671,Provolone cheese,various
46692,Organic Drink - President's Choice - See Varieties In-store,various
20781,Brussels sprouts,various
20428,"Capillary Products - Frunts - Saturday, November 16th only - Limit of 4 - $ 2.99 The rest of the week or by article out of bound",various
37696,Crustles - Stax - * Bonus 25 Points M Within Buying 3,various
3556,Frozen Meal - Slimming Kitchen,various
9474,Frozen Beef Bouballs - President's Choice,various
37354,Ice cream,various
17731,Sliced charcuterie - see varieties in store,various
24283,Hygienic buffers - Pearl,hygiene product
39890,Max batteries,various
32407,Cretons - Buy 2 and get the third for free for free,various
44329,100% refrigerated juice mix - see varieties in store - * Bonus 20 points m,juice
23273,Yogurt Nature Bio,yogurt
46184,Ice Dessert - Classic - See Varieties In Store,various
49155,"chopped beef, skinny",various
48112,tomatoes,various
16137,Cereal - Special K,various
10343,Cut Carrots (Cocktail) Organic,various
38730,Disinfecting wipes,cleaning product
6891,"Crackers - Saturday 18 and Sunday, May 19th only.",various
36129,Pasta - See Varieties In stock,various
17260,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry
26905,Black Forest Smoked Ham Without Nitrite Sliced,various
46058,Frozen Pizza - See Varieties in Store - * Bonus 20 Points M,pizza
4391,Fridges,various
4332,Dietal drink,various
36643,Chia seeds,various
13027,Velvety peanut butter,various
12562,Sliced salami,various
27365,Capillary products,various
15591,"Batteries - Saturday, 22 and Sunday 23 June only.- Limit of 4 - $ 13.79 The rest of the week or by item outside.",various
42643,Frozen Pancakes - EGGO - * Bonus 15 Points M,cake
15333,Skimmed milk - finely filtered,various
881,Ice Dessert - Classic - See Varieties In Store,various
39017,Strike Milk - See Varieties In Store,various
32665,Skim milk - Purfiltre,various
11758,Frozen waffles - EGGO,various
27105,Licorice,various
18352,Pale tuna,various
20608,Crunchy peanut butter,various
28811,Frozen duck - Category Utility,various
2988,Hygienic paper - Fluff,various
38368,mozzarella cheese,various
8926,Probiotic Yogurt - Activia,yogurt
10251,Greek Greek Yogurt - See Varieties In Store,yogurt
40287,Hygienic paper - Fluff,various
188,Meal kit - see varieties in store,various
9554,Yogurt Nature Bio,yogurt
16797,Biscuits - Bear Paws - Buy 2 and Get FREE 1 Bear Craquins Paws,various
16349,Frozen Chicken Chest Burgers - Pub Style,various
11193,Butter,various
7905,"Hygienic paper - Original - Saturday 27 and Sunday, July 28th only.- Limit of 4 - $ 5.99 The rest of the week or by item outside the limit",various
22308,Frozen fish fillets - Japd by the day - see varieties in store,various
27380,Chip,chip
8710,Chocolate and Hazelnut Spread - President's Choice,various
18200,Apple juice,juice
4600,Probiotic Kefir - Original,various
49589,Ice Dessert - Classic - See Varieties In Store,various
3050,"Chickpeas, canned",various
15207,Rinse Agent - Jet Dry - * Bonus 40 Points M,various
10310,Instant Coffee - Taste's Choice - * Bonus 20 Points M,various
7500,Spread,various
37158,Facial Moisturizers - Complete,various
32865,Spread,various
4898,Frozen Hot Chicken Pâté,various
4037,Campaign Pipe - See Varieties In Store,various
16518,Cheese without lactose - see varieties in store,various
45566,Nature chicken strips,various
8755,Frozen Eaglefin Nets - Market Cups,various
23181,Juices - Assorted flavors,juice
28806,Yogurt,yogurt
42283,Max batteries,various
48035,fruit yogurt,yogurt
41637,Spread,various
37464,White potatoes - from Quebec,various
47734,Capillary dye - image,various
29987,CREAM 10%,various
16038,Yogurt - Classical,yogurt
10210,Ice Cream With Vanilla,various
23043,Cheese snack,various
45249,Jam - Smucker's - * Bonus 15 Points M,various
48114,fruit yogurt,yogurt
32734,Licorice,various
31618,Liquid soap for hands,various
7807,Biological Hass Lawyer - Mexico,various
