id,name
9810,Ice Sweets - Drumstick
45562,Pellets - see varieties in store
15153,Honey - President's Choice - See Varieties In Store
21883,Revitalizer - * Bonus 25 Points M
38777,Litchis - Imported
27104,Cookies - Save $ 1 In addition to the purchase of 2 products with a good-discount in store
29408,sugar peas snap
26182,English muffins
16135,Whipped cream cheese - Philadelphia
28411,Frozen waffles - EGGO
4054,Tipper - Tiger - Limit of 4 - $ 6.99 per additional item
21903,Table towels - * Bonus 15 points M
44354,Vitamin C - 500 mg
33741,Cheese Cake - President's Choice - See Varieties In Store
11215,Perfume enhancer for laundry
23770,Licorice - Super Nibs - See Varieties In Store
6101,Jam - See Variety In Store
36870,Organic yellow onions
36379,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit
9230,Frozen Whole Duck - Brome Lake - Category A
12854,Softening textile
33816,Beets
11105,Frozen breast chest nuggets - * Get 100 air miles from buying 3
47465,Barres - Taste Mountain
15078,Eye Tracer - Infallible
28278,Eye Tracer - Infallible
31343,Laundry Detergent - Pods
6604,Half Smoked Hair Boneless - Toupie Genre
32385,Music squash - in the United States
3066,Laundry Detergent - Pods
40716,Kaiser breads
35504,Craped Chicken - Packled Swimming
9480,Sure Cream - * Bonus 15 Points M
2405,Frozen breaded chicken nuggets - pub recipe
25199,mango
2421,Cats Food - Cat Chow - Save $ 1.50
28204,Capillary dye - image
24527,Red Potatoes - From Quebec - Canada No 1
24303,kaiser bread
21955,Licorice
19097,Red or White Wine - $ 6 Discount on Viniers 3-4 L - See Varieties in-store
43122,Orange juice
31997,Milk 2% - Finely filtered
18370,Hand cream
703,Body cleaner
33620,Ice Cream With Vanilla
8424,Ice Cream With Vanilla
18376,"Cookies - Maple Leaf - Buy 2 and get 1 free marshmall bag (454 g), worth $ 2.49."
29398,Organic Ground Coffee - See Varieties In Store
19706,Mozzarelissima bar
9210,Ice Cream With Vanilla
21347,paninis
2966,Biscuits - Bear legs - see varieties in store
13838,pineapple
44580,vegetable shortening
7041,Cookies - Choco
8514,Pickles
17309,Rouge delicious apples - from the United States
48071,Tomatoes - Accents - See varieties in store
23338,Cookies - Goglu
9507,rhubarbes
32560,Fresh cheese - Minigo - View Varieties in store
11041,Fruit snacks - fruit-o-long
29350,Refrigerated Juice Mix - Nature Collection
21938,Ice cream - Cremerie style - See in store varieties
37436,Disinfecting wipes
26987,Baby Cookies - Farley's - See Varieties In Store
7948,Wafers - see varieties in store
39275,"Rice - Uncle Ben's - Save $ 1 - * $ 6.49 Without Coupon - Limit of 1 Coupon by Purchase, By Customer"
13853,Peanut Butter - All Natural
16445,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit
38124,Salmon
2962,Baby Food - See Varieties In Store
35696,Peanut Butter
44010,Fruit Drink - View Varieties In Store
42254,Submarine breads
11844,Yogurt - Source - See Varieties in-store
13053,Refrigerated dessert
2439,Antiperspirants - see varieties in store
3522,"Refrigerated Cranberry Cocktail - Saturday, July 14th Only - Limit of 4 - $ 3.49 The rest of the week or by item outside the limit"
10157,Batteries - Lower price of the year
13431,Honey
15112,Vegetable Cocktail - Garden Cocktail
43294,Peanut Butter - All Natural
39566,Brown eggs - Gros Caliber
22034,Peanut Butter - See Varieties In Store
12544,Tomato Pastry - See Varieties In Store
42469,Cheese sticks
13780,Babies Bok Choy
40180,Ice Sweets - Drumstick - View Varieties in-store
27828,Frozen thin crust pizza - rustico
16743,Frozen meal - Marie Callender's
21288,Tea - Saturday 18th and Sunday 19 January alone - Limit of 4 - $ 4.99 per additional item - $ 4.99 The rest of the week
42701,Tissue Paper - Unnamed - Saturday 28th and Sunday 29 September only.- limit of 4 - $ 4.99 the rest of the week or by item outside the limit
48364,Gas Drink - Coke - See Varieties in Store - 50% off
25256,Boneless turkey chest without skin - from Quebec
24506,Toothbrush - Extra Clean - Saturday 5th and Sunday January 6th - Limit of 4 - 99 ¢ The rest of the week or by article out of bounds
9444,Hygienic paper - Fluff
44501,Antiperspirants - see varieties in store
35221,Sardines
32003,Black Forest Smoked Ham Without Nitrite Sliced
46129,Plastic Film - Unnamed
16174,Energy Bar - See Varieties In Store
49520,Batteries - max
40232,Soup Mix - Lipton
16737,Preparation for infants A + 2
30407,Mushrooms Carnesses - Canada and / or the United States
1808,Honey - Unnamed
15689,Frozen Pizza - Trabec
45960,Biological hummus - humm!- View varieties in store
14689,Candy - Werther's original
7769,Artesian water
13194,Refrigerated dessert
25133,Hand cream
48057,Cheese - Sir Laurier d'Arthabaska
20277,Green cabbage - from Quebec - Canada # 1
27735,Jam - Smucker's - * Bonus 15 Points M
8006,Crunchy bars
11768,Plates
44182,Ice Cream With Vanilla
12644,Ice Cream With Vanilla
30855,Honey
27620,Slim Frozen Butter Chicken Pizza - Worldwide Flavors - See Varieties in Store
26487,Coffee Cartridges - Unnamed - See Varieties In Store
2225,"Toothbrush - Extra Clean - Saturday, August 31 only.- Limit of 4 - 99 ¢ The rest of the week or by item outside the limit"
42650,Red Peppers of Fields - Quebec - 50% off
41690,Coffee in K-Cup buckets - McCafe
18594,Laundry Detergent - Pods
3485,Licorice - NIBS - See Varieties in-store
20785,nectarines
49140,Refrigerated dessert
6385,Refrigerated Beverage - Oasis Morning - See Varieties In Store
39815,Capillary Products - Whole Blends - See Varieties in-store
29616,Chopped of turkey chest
20738,"Peanut Butter - Creamy - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound"
28671,Cantaloup - from the United States
27243,Cookies - Goglu
48047,Frozen fruit - President's choice - See in-store variety
31187,Mined with ham
8368,raisin bread
35065,Licorice - NIBS - See Varieties in-store
22624,Litchis - Imported
38259,Instant Rice - See Varieties In Store
40067,Antisodorific or deodorant
24617,Green grapes without glitches - Category # 1
15703,Dishwasher - View Varieties In store
5760,Very big green peppers - from Quebec
42458,Grain Coffee - St-Denis Burning - View Varieties in Store - * Bonus 45 Points M
34256,Refrigerated fruit juice - health break
577,Cereal - Alpha-Bits - 50% discount
28342,Rice - Quick & Good - View Varieties in store
34282,Soybean spread
15285,Green grapes without glitches - California - Category # 1
18371,"Peanut Butter - Natural Crunchy - Saturday 8th and Sunday December 9th, only - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds"
45061,Acetaminophen - Regular 325 mg
25309,Fresh turkey chest boneless
20705,Turkey skewers with vegetables
28137,Acetaminophen - Regular 325 mg
49424,Yogurt - Classical
39201,Beer - Buy 2 Caisses and get a $ 15 reduction on your other groceries
15063,Sliced charcuterie - see varieties in store
24970,Ground Coffee - Gourmet
48498,Grape bread with cinnamon - pom
48812,Meal Set - Stackers Lunch Mate
47728,Meringue lemons tart
25758,Korean brown pears - from China
29316,Frozen duck - Category Utility
10132,Capillary Color - Beautiful Color
47258,Fresh pork net - Under vacuum packaging
32463,Soup - Gastronomy of the day
26034,Refrigerated dessert
38311,Seafood Broth Less salt - Campbell's
42447,Red Potatoes - From Quebec - Canada No 1
26248,Lemons
1612,"Jam, jelly, marmalade, spread - see varieties in store"
48923,Frozen waffles - EGGO
1751,Flooded pizza - thin and crispy or blue menu - see varieties in store
37947,Treats for Dogs - Tarticking Slices
27522,Cream 35% - Ultra'Crème - * Bonus 30 Points M In purchase of 2
36389,mushrooms of Paris
7285,Instant Gruau - See Varieties In Store
37050,Brown eggs - Gros Caliber
25190,Spread
3464,Chicken for Chinese fondue
30945,Croissant
14814,Pasta without wheat / gluten free
29980,Black Forest Smoked Ham Without Nitrite Sliced
24866,Training panties
13396,Mousse
23752,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit
44508,Chou-flower - the United States and / or Mexico and / or Spain - Category # 1
31986,Puree of organic apples - the choice of the president
19111,Pure maple syrup
36853,Frozen Pizza - Giuseppe
45832,Chocolates - Turtles - Saturday 23 and Sunday November 24th only!- limit of 4 - $ 8.99 the rest of the week or by article out of bounds
31326,Hygienic buffers - Pearl
24929,Seafood flavored with crab
25588,Chocolate treatments - Mini
4086,Organic red pepper - from Spain or Mexico
26278,Preparation for infants A + 2
35140,Ice Cream With Vanilla
2187,Frozen thin crust pizza - Ristorante - See in store varieties
5462,Sliced charcuterie
42617,Sliced charcuterie - see varieties in store
38920,Fresh pickles - from Quebec and / or Canada
49353,Frozen Waffles - EGGO - * Bonus 25 Points M
43086,"Big White Eggs, Grade A - Saturday 7th and Sunday 8 July Only - Limit of 2 - $ 2.49 The rest of the week or by item outside the limit"
42341,Apple juice - see varieties in store
9467,Black Forest Smoked Ham Without Nitrite Sliced
49074,Frozen fruit - President's choice - See in-store variety
12046,Jam - Smucker's
27226,Chocolate
3334,Paper towels
26271,Chocolate and Hazelnut Spread - President's Choice
21198,Preparation for Infants - Good Start
18304,Ice cream
12228,Frozen fruit - President's choice - See in-store variety
34557,Coffee in K-Cup buckets - see varieties in store
18849,Yogurt to drink - Danactive - See in store varieties
44035,Iced tea - limit of 4 - $ 3.99 per additional item
15767,Plain flour
5073,Ice Dessert - Classical - Limit of 2 - $ 3.49 per additional item
49260,Red Potatoes - From Quebec - Canada No 1
32927,Sliced charcuterie - see varieties in store
12380,Baguette - See Varieties In Store
42333,Refrigerated fruit juice - see varieties in store
47216,Natural Source Water - Pure Life
14742,Smoked sausages coated with frozen dough - Original - * 50 Points Bonus m
39661,Mounted coffee - Traditional
43597,Solid Turkey - Natural Selections
32782,Cereal - Special K - View Varieties in-store
31392,"chopped beef, skinny"
46143,Black Forest Smoked Ham Without Nitrite Sliced
48182,Colorful cabbage salad
44337,Rouge delicious apples - from the United States
35855,Bacon - Original
40778,Provolone cheese
1516,Acetaminophen - Regular 325 mg
38159,Frozen fries potatoes - Superfries
2050,K-Cup coffee buckets - President's choice
27043,Black Forest Smoked Ham Without Nitrite Sliced
42858,Frozen Whipped Flooring - Cool Whip - Best Prices year
42444,Multiple Packaging Chocolate - Kat Kit
48629,Lozenges
48874,Instant rice
26738,Iced tea
10999,Green grapes without biological seeds - the United States - Category # 1
16481,Crunchy bars - Special K
4462,Rice - Quick & Good - View Varieties in store
33113,Peppers - Bick's - View varieties in store - * Bonus 20 points m
28230,Frozen Pizza - Trabec
48706,Cheese - mozzarellissima
17640,Perfume enhancer for laundry - unstopable
5971,Refrigerated cashew drink
12034,Frozen fruit - President's choice - See in-store variety
36716,Sliced Charcuterie - See Varieties In-store
40390,Fresh pasta - see varieties in store
47601,Apples Cortland A.C. - Du Québec - Canada of Fantasy
45099,"Acetaminophen - Complete - Cold, Cough and Influenza"
13819,Frozen Whipping Pack - Cool Whip
22927,Cranberry Infused Water - PACT - See Varieties In stock
5575,Cheese Sticks - Ficello
15528,Peanut Butter - All Natural
30967,Cereal - Cinnamon Croque
41711,Dinner on the thumb
23749,Jelly - Smucker's
9413,Sparkling water - Pure Life - See in store varieties
25890,Fresh Full Chicken - Pack of 2 Units
9366,Layers - The Choice of President
15649,Ice cream - Cremerie style - See in store varieties
10314,Red Potatoes - From Quebec - Canada No 1
46709,Chicken Tournedos with frozen bacon
19049,Omega 3
42969,Omega-3 - Select
4896,Beer - $ 9 Discount for 2 Caisses
18634,Honey
37565,Ice Cream With Vanilla
8048,Sliced Cheese - P'tit Québec
21577,Yogurt - Mediterranean
16507,Draught beer
31778,Tartinade Hoummos
47937,Lawyers Hass - Mexico
26771,"Chicken, chest, boneless, skinless"
40113,Organic food for baby
4232,Licorice - NIBS - See Varieties in-store
46380,Lipstick - Exhibitionist
33095,Ice Cream With Vanilla
49416,Acetaminophen - Regular 325 mg
47585,Hygienic paper - Fluff
10549,Peanut Butter - Creamy and Light - Saturday 29 and Sunday 30 September only - Limit of 4 - $ 4.99 The rest of the week or by item outside the limit
27315,Disinfecting wipes
42274,Antiperspirants - see varieties in store
756,Training Panties - Easy UPS
47783,"Antiperspirants - Saturday 13 and Sunday, October 14th only - Limit of 4 - $ 3.49 The rest of the week or by article out of bound"
9989,Instant Coffee - Rich - Saturday 24th and Sunday 25 November Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound
15816,Biological Hass Lawyer - Mexico
32839,Antiperspirant - * Except: Platinum
39276,Baby food - see varieties in store
40756,Licorice - NIBS - See Varieties in-store
37630,Gluten-free crackers - Breton - See in store varieties
2077,Lemons
67,Honey
39557,Cake Mix - Classic
8311,Bleach
45747,Extra Beer - Buy 2 Caisses and get $ 15 off your grocery basket
17341,"Big White Eggs, Grade A - Saturday 2 and Sunday February 3rd - Limit of 2 - $ 2.49 The rest of the week or by article out of bound"
26209,Croissant paste
33731,CREAM 10%
37880,Chocolate treats
30753,Licorice
4541,Frozen pizza
7933,Frozen Pizza - Giuseppe
14043,U-shaped buffers
13470,Chocolate treats - Aero
7293,Hamburger breads - POM - * Bonus 20 points M to the purchase of 2
5359,Ice Cream - Cremerie Style
35496,Beet of Card Rainbow - Quebec
19875,Semi-Boneless Smoked Ham - Olde Fashioned
29387,Frozen thin crust pizza - Ristorante - See in store varieties
24190,Unparalleled drinks - Coca-Cola or Pepsi - Saturday 28 and Sunday 29 September only.- Limit of $ 4 - $ 4.49 per additional item - $ 4.99 The rest of the week
21663,Lemons
32466,Yogurt skyr
30919,Frozen waffles - EGGO
16226,Frozen breaded chicken burgers - pub style - limit of 4 - $ 6.99 per additional item
8414,Ice Cream With Vanilla
24955,Chocolate
23126,Cookies - Maple Leaf
25464,"Chickpeas, canned"
22451,"Rice Takers, Baby Biscotties - Baby Mum-Mum"
23650,Pasta - See Varieties In stock
4298,Liquid soap for hands
45372,Lemons
16709,"Frozen Pizza - Casa di Mama - Saturday 27 and Sunday, October 28th only - Limit of 4"
20704,Frozen Chicken Strips - Pub Recipe
27272,Frozen Whipping Pack - Cool Whip
17003,Cookies - weather - see varieties in store
47570,Muffins - Market Delights
45761,Cookies - Saturday 15 and Sunday 16 December only - Limit of 4 - $ 2.99 The rest of the week or by article out of bound
46979,Wiper - Green
27126,Chocolate
41819,Cake Mix - Supermist
31423,sweetened condensed milk
38212,Sachered Beverage Mix - Light Crystal
5224,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit
46736,Antiperspirants - see varieties in store
1376,Yogurt - Classical
10814,Corn syrup - Lily White
7556,Tissue Paper - Limit of 4 - $ 6.99 per additional item
21019,"White eggs, category A - Saturday 14 and Sunday 15 September only - Limit of 2 - $ 2.29 per additional item - $ 2.49 The rest of the week"
3526,Red Potatoes - From Quebec - Canada No 1
29182,Dishwasher - View Varieties In store
35091,Frozen breaded fish sticks - See in store varieties
10423,Vitamin C - 500 mg
16920,vegetables soup
41003,Shampoo - See Varieties In Store
27897,Frozen Farcie Crust Pizza
4445,spinach babies
42840,Gassed source water
33216,Gluten-free crackers - Breton - See in store varieties
39984,Italian Charcuterie - See Varieties In Store
24084,Instant Coffee - Taste's Choice - See Varieties In Store
20607,Grain Coffee - Mont-Royal Burn
37002,Chewing gum
26568,Fruit snack - GOGO SQUEZ - Lower price of the year
28080,Pellets - see varieties in store
4039,Hygienic paper - limit of 4 - $ 8.99 per additional item
30257,Styling foam
37717,Apple Compote - Free
33718,Sausages - Simply Good
21567,Cereal - Alpha-bits
12258,Bagel frozen cocks
20794,Almond Butter - Blue Menu
35951,Ice Cream With Vanilla
9755,Cheese snacks - Nanö
27966,Litchis - Imported
13857,Cream Cheese - Philadelphia - See Varieties In stock
29646,Battery toothbrush - see varieties in store
24673,Sliced charcuterie - see varieties in store
26063,Frozen duck - Category Utility
26803,Sliced charcuterie - see varieties in store
2198,Sliced charcuterie - see varieties in store
15498,Cereal - Special K
8352,Capillary Color - Feria
2335,quinoa
13810,Refrigerated Beverage - Oasis Morning - See Varieties In Store
48183,Chips - Unnamed
6506,Gas Drink - See Varieties In Store
46060,Gas Drink - Coke Diet
3974,Cats Food - Fancy Feast - View Varieties in-store
920,Pâté with three frozen meats
9499,yellow onions
18906,Antiperspirants - see varieties in store
36906,Chocolate treatments - Hershey's - View Varieties in-store
29103,Cookie mix
19240,Fruit Drink - See Varieties In Store
5296,Hygienic paper - Fluff
42671,Provolone cheese
46692,Organic Drink - President's Choice - See Varieties In-store
20781,Brussels sprouts
20428,"Capillary Products - Frunts - Saturday, November 16th only - Limit of 4 - $ 2.99 The rest of the week or by article out of bound"
37696,Crustles - Stax - * Bonus 25 Points M Within Buying 3
3556,Frozen Meal - Slimming Kitchen
9474,Frozen Beef Bouballs - President's Choice
37354,Ice cream
17731,Sliced charcuterie - see varieties in store
24283,Hygienic buffers - Pearl
39890,Max batteries
32407,Cretons - Buy 2 and get the third for free for free
44329,100% refrigerated juice mix - see varieties in store - * Bonus 20 points m
23273,Yogurt Nature Bio
46184,Ice Dessert - Classic - See Varieties In Store
49155,"chopped beef, skinny"
48112,tomatoes
16137,Cereal - Special K
10343,Cut Carrots (Cocktail) Organic
38730,Disinfecting wipes
6891,"Crackers - Saturday 18 and Sunday, May 19th only."
36129,Pasta - See Varieties In stock
17260,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit
26905,Black Forest Smoked Ham Without Nitrite Sliced
46058,Frozen Pizza - See Varieties in Store - * Bonus 20 Points M
4391,Fridges
4332,Dietal drink
36643,Chia seeds
13027,Velvety peanut butter
12562,Sliced salami
27365,Capillary products
15591,"Batteries - Saturday, 22 and Sunday 23 June only.- Limit of 4 - $ 13.79 The rest of the week or by item outside."
42643,Frozen Pancakes - EGGO - * Bonus 15 Points M
15333,Skimmed milk - finely filtered
881,Ice Dessert - Classic - See Varieties In Store
39017,Strike Milk - See Varieties In Store
32665,Skim milk - Purfiltre
11758,Frozen waffles - EGGO
27105,Licorice
18352,Pale tuna
20608,Crunchy peanut butter
28811,Frozen duck - Category Utility
2988,Hygienic paper - Fluff
38368,mozzarella cheese
8926,Probiotic Yogurt - Activia
10251,Greek Greek Yogurt - See Varieties In Store
40287,Hygienic paper - Fluff
188,Meal kit - see varieties in store
9554,Yogurt Nature Bio
16797,Biscuits - Bear Paws - Buy 2 and Get FREE 1 Bear Craquins Paws
16349,Frozen Chicken Chest Burgers - Pub Style
11193,Butter
7905,"Hygienic paper - Original - Saturday 27 and Sunday, July 28th only.- Limit of 4 - $ 5.99 The rest of the week or by item outside the limit"
22308,Frozen fish fillets - Japd by the day - see varieties in store
27380,Chip
8710,Chocolate and Hazelnut Spread - President's Choice
18200,Apple juice
4600,Probiotic Kefir - Original
49589,Ice Dessert - Classic - See Varieties In Store
3050,"Chickpeas, canned"
15207,Rinse Agent - Jet Dry - * Bonus 40 Points M
10310,Instant Coffee - Taste's Choice - * Bonus 20 Points M
7500,Spread
37158,Facial Moisturizers - Complete
32865,Spread
4898,Frozen Hot Chicken Pâté
4037,Campaign Pipe - See Varieties In Store
16518,Cheese without lactose - see varieties in store
45566,Nature chicken strips
8755,Frozen Eaglefin Nets - Market Cups
23181,Juices - Assorted flavors
28806,Yogurt
42283,Max batteries
48035,fruit yogurt
41637,Spread
37464,White potatoes - from Quebec
47734,Capillary dye - image
29987,CREAM 10%
16038,Yogurt - Classical
10210,Ice Cream With Vanilla
23043,Cheese snack
45249,Jam - Smucker's - * Bonus 15 Points M
48114,fruit yogurt
32734,Licorice
31618,Liquid soap for hands
7807,Biological Hass Lawyer - Mexico
6664,Cereal - See Varieties In store
32096,Flavored pale tuna
35997,Mousse
24622,Frozen fish sticks
43772,Ice Cream With Vanilla
21124,Submarine breads
19354,Peanut butter - creamy and light - Saturday 17 and Sunday 18 August only.- limit of 4 - $ 4.99 the rest of the week or by item outside the limit
11404,Rice
12986,Peanut Butter - All Natural - Sea Salt
37865,Oil jelly
36034,Peanut Butter
19022,Cookie mix
4799,CREAM 10%
35909,Refrigerated cashew drink
49495,Ice Dessert - Classic - See Varieties In Store
34257,Frozen thin crust pizza - Ristorante - See in store varieties
47866,Fridges Ice - Popsicle
20526,Sliced charcuterie - see varieties in store
25017,Soybean Drink - Natur-A
7639,Cream 35%
11350,Frozen garlic bread
43988,nectarines
22326,Tart crust Two crusts with deep vegetable pies frozen
3648,Honey - Unnamed
1631,"Silved charcuteries - Buy 3 and get 30 air miles as a premium.Friday, December 7th only."
19054,Cheese - Bocconcini
35508,Tissue Paper - Choice of President - Limit of 4 - $ 5.99 per additional item
24643,Syrup for chocolate milk - Nesquik
38448,Liquid soap
21743,Salad Sauce - Miracle Whip
37787,Lemons
15556,Chopped chicken - blue menu
4401,Hygienic buffers - Pearl
14191,Middle Green Cabbage - Quebec - Canada # 1
45229,Disinfecting wipes
15348,"Capillary color - Beautiful Color - Saturday 27 and Sunday, July 28th only.- Limit of 4 - $ 5.99 The rest of the week or by item outside the limit"
14010,Black Forest Smoked Ham Without Nitrite Sliced
48352,Fridges
40299,Coffee in organic and fair grains
3593,GASED MINERAL WATER
41080,Rice
32156,waffles
2748,Hygienic paper - limit of 4 - $ 7.99 per additional item
32446,Hot medicine for coughs and colds - neocitran - see varieties in store
42557,Cheese - mozzarellissima
35004,Slicing cheese
14898,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit
34423,Cuvette cleaner
3172,Skin care products
35522,UHT milk - Chokéo - See in store varieties
25860,Cat Food - Friskies
7399,Biscuits - Snak PAKS
6438,Margarine with lawyer oil
12962,Cereal - Special K
1483,Rouge delicious apples - from the United States
39712,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit
17099,Tissue Papers - Pack of 6 Boxes
49633,Bar - Protilife - See Varieties in-store
37727,Preparation for infants A + 2
7467,Frozen Pizza - Trabec
14992,Frozen Chicken Wings - President's Choice
37892,Gas Drink - Coke - See Varieties in Store - 50% off
38563,Acetaminophen - Regular 325 mg
34358,Grape Bread - Old Moulin
5423,Sour cream
6673,Roman lettuces
769,Mango Ataulfo - Mexico
17622,Preparation for infants A + 2
20528,Mined with ham
11300,Iced tea
5309,Rice
29418,Red Mango - Imported
44008,Ice Cream With Vanilla
39832,Beans
44761,Hygienic buffers - Pearl
23368,Thin and crisp pizza - President's choice
