unique_id,name,category
21709.0,Jam - Pure - View Varieties in store,jam
13829.0,Cheese - 40% off,cheese
19980.0,Refrigerated dessert,dessert
31678.0,Large Frozen Cooked Foods - President's Choice - See Varieties In-store,frozen food
24615.0,Juices - Nutrisource,juice
43901.0,Chocolate,chocolate milk
15005.0,Honey,honey
30841.0,minced pork,pork
11741.0,Chocolate milk 1%,chocolate milk
34584.0,Potatoes - Quebec,potatoes
37042.0,CREAM 10%,cream
39764.0,Frozen duck - Category Utility,frozen duck
13213.0,Coffee Capsules - Nabob - View Varieties In Store,coffee
36676.0,"Egg eggs, big caliber - lower price of the year",egg
17566.0,"salmon, net, fresh",fish
12811.0,Fruit Drink - See Varieties In Store,juice
32667.0,Deodorant,deodrant
19778.0,Biological mature - the United States and / or Mexico,
25753.0,Yogurt - creamy - see varieties in store,yogurt
12384.0,"Refrigerated orange juice, with pulps - View varieties in store - Limit of 4 - $ 3.99 per additional item",juice
44156.0,Toothbrush - Extra Clean - Saturday 15 and Sunday 16 September only - Limit of 4 - 99 ÃÂÃÂ¢ The rest of the week or by article out of bound,toothbrush
15392.0,"Seasoned fish fillets, frozen - See in store varieties",fish
46892.0,Cotton swabs,cotton swabs
33825.0,Frozen waffles - EGGO,frozen waffles
43889.0,Crunchy bars - Special K,bars
39108.0,Licorice - NIBS - See Varieties in-store,herbs
1408.0,Bocconcini Cheese (Fresh Mozzarella),cheese
20899.0,Margarine with lawyer oil,oil
6587.0,Collagen - Original Formula,personal care
7780.0,Beer in Extra cans - * Bonus 50 Points M,beer
10305.0,"Toilet paper - Saturday, February 16th only - Limit of 4 - $ 5.99 The rest of the week or by article out of bounds",toilet paper
35184.0,PEKOE orange tea in sachets,tea
43148.0,Toothbrush - Twister - Saturday 17 and Sunday 18 August only.- Limit of 4 - 99 ÃÂÃÂ¢ The rest of the week or by item outside the limit,toothbrush
38275.0,Frozen Pizza - rustico,frozen pizza
5826.0,Crunchy peanut butter,peanut butter
14870.0,Cookies - Choco,cookies
28397.0,Egg potatoes - from Quebec,potatoes
13629.0,Organic Cereals - Nature's Path - See in store varieties,cereals
19019.0,Black chocolate snack - BARKTHINS - * BONUS 20 POINTS M,chocolate milk
39973.0,Biological Hass Lawyer - Mexico,
9513.0,Cereal - Special K,cereals
403.0,Antiperspirant vaporizer,medicine
39693.0,Fruit juice,juice
1377.0,Pure honey,honey
35336.0,Grain Coffee - See Varieties in Store - * Bonus 45 Points M,coffee
9604.0,Maple Syrup - President's Choice,maple syrup
40063.0,Scented oil - save $ 1 more when buying 1 product with a good-discount in store,oil
17600.0,Mined with ham,ham
36117.0,Italian tomatoes,tomatoes
34160.0,Cookies - weather - see varieties in store,cookies
47209.0,Beans - See Varieties In Store,beans
6571.0,Garlic Sticks - Giuseppe,garlic
5006.0,Antiperspirants - see varieties in store,medicine
23862.0,Apple Compote - Free,apple
6849.0,U Fitness buffers,
49387.0,Wholesale whole water melon without glitches - the United States and / or Mexico,watermelon
18698.0,"Target - Max - Saturday 27 and Sunday, July 28th only.- Limit of 4 - $ 5.99 The rest of the week or by item outside the limit",
36848.0,Lemons,lemons
14379.0,Frozen meal - Hungry-man - See in store varieties,frozen meal
31101.0,Yellow Asian Pear - China,pear
11190.0,Fresh stuffed pasta,pasta
16290.0,Red Potatoes - From Quebec - Canada No 1,potatoes
13588.0,Almond Drink - Natur-A,drinks
42536.0,Sliced White Mushrooms - Canada,mushrooms
27117.0,Almond Butter - Blue Menu,butter
25904.0,Chopped chicken - blue menu,chicken
48742.0,Turkey skewers with vegetables,vegetables
30683.0,Chicken spread,spread
33919.0,Toothbrush - twister - see varieties in store,toothbrush
21131.0,Frozen pastry - Toaster Strudel - See in store varieties,frozen pastry
46923.0,Greenhouse Orange Peppers - Imported,pepper
27180.0,Mesclun (mixed lettuce),lettuce
23461.0,Ice Cream - HÃÂÃÂ¤agen-Dazs,ice cream
23203.0,Refrigerated fruit drink - see varieties in store,drinks
28199.0,Fruit snack - fruit,fruit snack
24165.0,Jam - Smucker's,jam
13535.0,Bars - see varieties in store,bars
28379.0,PREPARATION FOR INFANTONS - MORE START More,
24838.0,Natural peanut butter,peanut butter
8573.0,Cats Food - Friskies - View Varieties in-store,cat food
23275.0,Textile softening in leaves,laundry detergent
34668.0,Instant Rice - See Varieties In Store,rice
28985.0,"Organic NAVEL ORANGES, WITHOUT PENSION - United States - * Bonus 10 Points M",oranges
9020.0,Frozen chicken breast fillets,frozen chicken
29891.0,Vitamin C - 500 mg,medicine
15090.0,Pasta - See Varieties In stock,pasta
35089.0,Pork Back CÃÂÃÂ´tes - Lou's,pork
9810.0,Ice Sweets - Drumstick,ice cream
45562.0,Pellets - see varieties in store,fish food
15153.0,Honey - President's Choice - See Varieties In Store,honey
21883.0,Revitalizer - * Bonus 25 Points M,personal care
38777.0,Litchis - Imported,litchis
27104.0,Cookies - Save $ 1 In addition to the purchase of 2 products with a good-discount in store,cookies
29408.0,sugar peas snap,sugar
16135.0,Whipped cream cheese - Philadelphia,whipped cream cheese
4054.0,Tipper - Tiger - Limit of 4 - $ 6.99 per additional item,tipper
21903.0,Table towels - * Bonus 15 points M,table towels
33741.0,Cheese Cake - President's Choice - See Varieties In Store,cheese cake
11215.0,Perfume enhancer for laundry,perfume
23770.0,Licorice - Super Nibs - See Varieties In Store,herbs
6101.0,Jam - See Variety In Store,jam
36870.0,Organic yellow onions,onions
9230.0,Frozen Whole Duck - Brome Lake - Category A,frozen  duck
12854.0,Softening textile,laundry detergent
33816.0,Beets,beetroot
11105.0,Frozen breast chest nuggets - * Get 100 air miles from buying 3,frozen chicken
47465.0,Barres - Taste Mountain,food
15078.0,Eye Tracer - Infallible,personal care
31343.0,Laundry Detergent - Pods,laundry detergent
6604.0,Half Smoked Hair Boneless - Toupie Genre,half smoked hair boneless
32385.0,Music squash - in the United States,music squash
40716.0,Kaiser breads,bread
35504.0,Craped Chicken - Packled Swimming,chicken
9480.0,Sure Cream - * Bonus 15 Points M,cream
2405.0,Frozen breaded chicken nuggets - pub recipe,frozen chicken
2421.0,Cats Food - Cat Chow - Save $ 1.50,cat food
28204.0,Capillary dye - image,capillary dye
24303.0,kaiser bread,bread
21955.0,Licorice,herbs
19097.0,Red or White Wine - $ 6 Discount on Viniers 3-4 L - See Varieties in-store,wine
43122.0,Orange juice,juice
31997.0,Milk 2% - Finely filtered,milk
18370.0,Hand cream,personal care
703.0,Body cleaner,personal care
18376.0,"Cookies - Maple Leaf - Buy 2 and get 1 free marshmall bag (454 g), worth $ 2.49.",cookies
29398.0,Organic Ground Coffee - See Varieties In Store,coffee
19706.0,Mozzarelissima bar,cheese
21347.0,paninis,food
2966.0,Biscuits - Bear legs - see varieties in store,biscuits
13838.0,pineapple,pineapple
44580.0,vegetable shortening,vegetable
8514.0,Pickles,pickles
17309.0,Rouge delicious apples - from the United States,apple
48071.0,Tomatoes - Accents - See varieties in store,tomatoes
23338.0,Cookies - Goglu,cookies
9507.0,rhubarbes,rhubarbes
32560.0,Fresh cheese - Minigo - View Varieties in store,cheese
11041.0,Fruit snacks - fruit-o-long,fruit snacks
29350.0,Refrigerated Juice Mix - Nature Collection,juice
21938.0,Ice cream - Cremerie style - See in store varieties,ice cream
26987.0,Baby Cookies - Farley's - See Varieties In Store,cookies
7948.0,Wafers - see varieties in store,waffers
39275.0,"Rice - Uncle Ben's - Save $ 1 - * $ 6.49 Without Coupon - Limit of 1 Coupon by Purchase, By Customer",rice
13853.0,Peanut Butter - All Natural,peanut butter
38124.0,Salmon,fish
2962.0,Baby Food - See Varieties In Store,baby food
35696.0,Peanut Butter,peanut butter
44010.0,Fruit Drink - View Varieties In Store,drinks
42254.0,Submarine breads,bread
11844.0,Yogurt - Source - See Varieties in-store,yogurt
3522.0,"Refrigerated Cranberry Cocktail - Saturday, July 14th Only - Limit of 4 - $ 3.49 The rest of the week or by item outside the limit",juice
10157.0,Batteries - Lower price of the year,battery
15112.0,Vegetable Cocktail - Garden Cocktail,vegetable
39566.0,Brown eggs - Gros Caliber,egg
22034.0,Peanut Butter - See Varieties In Store,peanut butter
12544.0,Tomato Pastry - See Varieties In Store,tomato pastry
42469.0,Cheese sticks,cheese
13780.0,Babies Bok Choy,baby food
16743.0,Frozen meal - Marie Callender's,frozen meal
21288.0,Tea - Saturday 18th and Sunday 19 January alone - Limit of 4 - $ 4.99 per additional item - $ 4.99 The rest of the week,tea
42701.0,Tissue Paper - Unnamed - Saturday 28th and Sunday 29 September only.- limit of 4 - $ 4.99 the rest of the week or by item outside the limit,tissue paper
48364.0,Gas Drink - Coke - See Varieties in Store - 50% off,juice
25256.0,Boneless turkey chest without skin - from Quebec,turkey
24506.0,Toothbrush - Extra Clean - Saturday 5th and Sunday January 6th - Limit of 4 - 99 ÃÂÃÂ¢ The rest of the week or by article out of bounds,toothbrush
9444.0,Hygienic paper - Fluff,toilet paper
35221.0,Sardines,fish
32003.0,Black Forest Smoked Ham Without Nitrite Sliced,ham
46129.0,Plastic Film - Unnamed,plastic film
16174.0,Energy Bar - See Varieties In Store,bars
49520.0,Batteries - max,battery
40232.0,Soup Mix - Lipton,soup mix
16737.0,Preparation for infants A + 2,baby food
30407.0,Mushrooms Carnesses - Canada and / or the United States,mushrooms
1808.0,Honey - Unnamed,honey
15689.0,Frozen Pizza - Trabec,frozen pizza
45960.0,Biological hummus - humm!- View varieties in store,hummus
14689.0,Candy - Werther's original,chocolate
7769.0,Artesian water,water
48057.0,Cheese - Sir Laurier d'Arthabaska,cheese
20277.0,Green cabbage - from Quebec - Canada # 1,cabbage
27735.0,Jam - Smucker's - * Bonus 15 Points M,jam
8006.0,Crunchy bars,bars
11768.0,Plates,plates
27620.0,Slim Frozen Butter Chicken Pizza - Worldwide Flavors - See Varieties in Store,frozen pizza
26487.0,Coffee Cartridges - Unnamed - See Varieties In Store,coffee
2225.0,"Toothbrush - Extra Clean - Saturday, August 31 only.- Limit of 4 - 99 ÃÂÃÂ¢ The rest of the week or by item outside the limit",toothbrush
42650.0,Red Peppers of Fields - Quebec - 50% off,peppers
41690.0,Coffee in K-Cup buckets - McCafe,coffee
20785.0,nectarines,nectarines
6385.0,Refrigerated Beverage - Oasis Morning - See Varieties In Store,juice
39815.0,Capillary Products - Whole Blends - See Varieties in-store,stationary
29616.0,Chopped of turkey chest,turkey
20738.0,"Peanut Butter - Creamy - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",peanut butter
28671.0,Cantaloup - from the United States,cantaloupe
48047.0,Frozen fruit - President's choice - See in-store variety,frozen fruit
8368.0,raisin bread,bread
40067.0,Antisodorific or deodorant,deodrant
24617.0,Green grapes without glitches - Category # 1,grapes
15703.0,Dishwasher - View Varieties In store,dishwasher
5760.0,Very big green peppers - from Quebec,peppers
42458.0,Grain Coffee - St-Denis Burning - View Varieties in Store - * Bonus 45 Points M,coffee
34256.0,Refrigerated fruit juice - health break,juice
577.0,Cereal - Alpha-Bits - 50% discount,cereals
28342.0,Rice - Quick & Good - View Varieties in store,rice
34282.0,Soybean spread,spread
15285.0,Green grapes without glitches - California - Category # 1,grapes
18371.0,"Peanut Butter - Natural Crunchy - Saturday 8th and Sunday December 9th, only - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds",peanut butter
25309.0,Fresh turkey chest boneless,turkey
49424.0,Yogurt - Classical,yogurt
39201.0,Beer - Buy 2 Caisses and get a $ 15 reduction on your other groceries,beer
15063.0,Sliced charcuterie - see varieties in store,sliced charcuterie
24970.0,Ground Coffee - Gourmet,coffee
48498.0,Grape bread with cinnamon - pom,bread
48812.0,Meal Set - Stackers Lunch Mate,meal set
47728.0,Meringue lemons tart,lemons
25758.0,Korean brown pears - from China,pears
10132.0,Capillary Color - Beautiful Color,stationary
47258.0,Fresh pork net - Under vacuum packaging,pork
32463.0,Soup - Gastronomy of the day,soup
38311.0,Seafood Broth Less salt - Campbell's,fish
1612.0,"Jam, jelly, marmalade, spread - see varieties in store",spread
1751.0,Flooded pizza - thin and crispy or blue menu - see varieties in store,pizza frozen thin crust
37947.0,Treats for Dogs - Tarticking Slices,dog food
27522.0,Cream 35% - Ultra'CrÃÂÃÂ¨me - * Bonus 30 Points M In purchase of 2,cream
36389.0,mushrooms of Paris,mushrooms
7285.0,Instant Gruau - See Varieties In Store,instant gruau
3464.0,Chicken for Chinese fondue,chicken
30945.0,Croissant,croissants
14814.0,Pasta without wheat / gluten free,pasta
24866.0,Training panties,personal care
13396.0,Mousse,dessert
44508.0,Chou-flower - the United States and / or Mexico and / or Spain - Category # 1,cauliflower
31986.0,Puree of organic apples - the choice of the president,apple
19111.0,Pure maple syrup,maple syrup
36853.0,Frozen Pizza - Giuseppe,frozen pizza
45832.0,Chocolates - Turtles - Saturday 23 and Sunday November 24th only!- limit of 4 - $ 8.99 the rest of the week or by article out of bounds,chocolate
24929.0,Seafood flavored with crab,seafood
25588.0,Chocolate treatments - Mini,chocolate
4086.0,Organic red pepper - from Spain or Mexico,peppers
2187.0,Frozen Pizza - Ristorante - See in store varieties,frozen pizza
5462.0,Sliced charcuterie,sliced
38920.0,Fresh pickles - from Quebec and / or Canada,pickles
49353.0,Frozen Waffles - EGGO - * Bonus 25 Points M,frozen waffles
43086.0,"Big White Eggs, Grade A - Saturday 7th and Sunday 8 July Only - Limit of 2 - $ 2.49 The rest of the week or by item outside the limit",egg
42341.0,Apple juice - see varieties in store,juice
3334.0,Paper towels,paper towels
26271.0,Chocolate and Hazelnut Spread - President's Choice,spread
21198.0,Preparation for Infants - Good Start,baby food
18304.0,Ice cream,ice cream
34557.0,Coffee in K-Cup buckets - see varieties in store,coffee
18849.0,Yogurt to drink - Danactive - See in store varieties,yogurt
44035.0,Iced tea - limit of 4 - $ 3.99 per additional item,tea
15767.0,Plain flour,flour
5073.0,Ice Dessert - Classical - Limit of 2 - $ 3.49 per additional item,ice cream
12380.0,Baguette - See Varieties In Store,bread
47216.0,Natural Source Water - Pure Life,water
14742.0,Smoked sausages coated with frozen dough - Original - * 50 Points Bonus m,sausages
39661.0,Mounted coffee - Traditional,coffee
43597.0,Solid Turkey - Natural Selections,turkey
32782.0,Cereal - Special K - View Varieties in-store,cereals
31392.0,"chopped beef, skinny",beef
48182.0,Colorful cabbage salad,cabbage
35855.0,Bacon - Original,bacon
40778.0,Provolone cheese,cheese
38159.0,Frozen fries potatoes - Superfries,frozen fries potatoes
2050.0,K-Cup coffee buckets - President's choice,coffee
42858.0,Frozen Whipped Flooring - Cool Whip - Best Prices year,frozen whipped flooring
42444.0,Multiple Packaging Chocolate - Kat Kit,chocolate
48629.0,Lozenges,lozenges
48874.0,Instant rice,rice
26738.0,Iced tea,tea
10999.0,Green grapes without biological seeds - the United States - Category # 1,grapes
33113.0,Peppers - Bick's - View varieties in store - * Bonus 20 points m,peppers
48706.0,Cheese - mozzarellissima,cheese
17640.0,Perfume enhancer for laundry - unstopable,laundry detergent
5971.0,Refrigerated cashew drink,drinks
36716.0,Sliced Charcuterie - See Varieties In-store,sliced charcuterie
40390.0,Fresh pasta - see varieties in store,pasta
47601.0,Apples Cortland A.C. - Du QuÃÂÃÂ©bec - Canada of Fantasy,apple
13819.0,Frozen Whipping Pack - Cool Whip,frozen whipping pack
22927.0,Cranberry Infused Water - PACT - See Varieties In stock,water
5575.0,Cheese Sticks - Ficello,cheese
30967.0,Cereal - Cinnamon Croque,cereals
41711.0,Dinner on the thumb,dinner
23749.0,Jelly - Smucker's,jelly
9413.0,Sparkling water - Pure Life - See in store varieties,water
25890.0,Fresh Full Chicken - Pack of 2 Units,chicken
9366.0,Layers - The Choice of President,layers
46709.0,Chicken Tournedos with frozen bacon,chicken
19049.0,Omega 3,bacon
42969.0,Omega-3 - Select,omega-3
4896.0,Beer - $ 9 Discount for 2 Caisses,beer
8048.0,Sliced Cheese - P'tit QuÃÂÃÂ©bec,cheese
21577.0,Yogurt - Mediterranean,yogurt
16507.0,Draught beer,beer
31778.0,Tartinade Hoummos,tartinade
47937.0,Lawyers Hass - Mexico,lawyers hass
26771.0,"Chicken, chest, boneless, skinless",chicken
40113.0,Organic food for baby,baby food
46380.0,Lipstick - Exhibitionist,lipstick
10549.0,Peanut Butter - Creamy and Light - Saturday 29 and Sunday 30 September only - Limit of 4 - $ 4.99 The rest of the week or by item outside the limit,peanut butter
756.0,Training Panties - Easy UPS,personal care
47783.0,"Antiperspirants - Saturday 13 and Sunday, October 14th only - Limit of 4 - $ 3.49 The rest of the week or by article out of bound",medicine
9989.0,Instant Coffee - Rich - Saturday 24th and Sunday 25 November Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound,coffee
32839.0,Antiperspirant - * Except: Platinum,medicine
39276.0,Baby food - see varieties in store,baby food
37630.0,Gluten-free crackers - Breton - See in store varieties,cookies
39557.0,Cake Mix - Classic,cake mix
8311.0,Bleach,laundry detergent
45747.0,Extra Beer - Buy 2 Caisses and get $ 15 off your grocery basket,beer
17341.0,"Big White Eggs, Grade A - Saturday 2 and Sunday February 3rd - Limit of 2 - $ 2.49 The rest of the week or by article out of bound",egg
26209.0,Croissant paste,croissants
37880.0,Chocolate treats,chocolate
4541.0,Frozen pizza,frozen pizza
14043.0,U-shaped buffers,
13470.0,Chocolate treats - Aero,chocolate
7293.0,Hamburger breads - POM - * Bonus 20 points M to the purchase of 2,bread
5359.0,Ice Cream - Cremerie Style,ice cream
35496.0,Beet of Card Rainbow - Quebec,beer
19875.0,Semi-Boneless Smoked Ham - Olde Fashioned,ham
24190.0,Unparalleled drinks - Coca-Cola or Pepsi - Saturday 28 and Sunday 29 September only.- Limit of $ 4 - $ 4.49 per additional item - $ 4.99 The rest of the week,drinks
32466.0,Yogurt skyr,yogurt
16226.0,Frozen breaded chicken burgers - pub style - limit of 4 - $ 6.99 per additional item,frozen chicken
23126.0,Cookies - Maple Leaf,cookies
25464.0,"Chickpeas, canned",chickpeas
22451.0,"Rice Takers, Baby Biscotties - Baby Mum-Mum",rice
4298.0,Liquid soap for hands,soap
16709.0,"Frozen Pizza - Casa di Mama - Saturday 27 and Sunday, October 28th only - Limit of 4",frozen pizza
20704.0,Frozen Chicken Strips - Pub Recipe,frozen chicken
47570.0,Muffins - Market Delights,muffins
45761.0,Cookies - Saturday 15 and Sunday 16 December only - Limit of 4 - $ 2.99 The rest of the week or by article out of bound,cookies
46979.0,Wiper - Green,wiper
41819.0,Cake Mix - Supermist,cake mix
31423.0,sweetened condensed milk,milk
38212.0,Sachered Beverage Mix - Light Crystal,sachered beverage mix
10814.0,Corn syrup - Lily White,corn syrup
7556.0,Tissue Paper - Limit of 4 - $ 6.99 per additional item,tissue paper
21019.0,"White eggs, category A - Saturday 14 and Sunday 15 September only - Limit of 2 - $ 2.29 per additional item - $ 2.49 The rest of the week",egg
35091.0,Frozen breaded fish sticks - See in store varieties,frozen breaded fish sticks
16920.0,vegetables soup,vegetables
41003.0,Shampoo - See Varieties In Store,shampoo
27897.0,Frozen Farcie Crust Pizza,frozen pizza
4445.0,spinach babies,spinach
42840.0,Gassed source water,water
39984.0,Italian Charcuterie - See Varieties In Store,italian charcuterie
24084.0,Instant Coffee - Taste's Choice - See Varieties In Store,coffee
20607.0,Grain Coffee - Mont-Royal Burn,coffee
26568.0,Fruit snack - GOGO SQUEZ - Lower price of the year,fruit snack
4039.0,Hygienic paper - limit of 4 - $ 8.99 per additional item,toilet paper
30257.0,Styling foam,personal care
33718.0,Sausages - Simply Good,sausages
21567.0,Cereal - Alpha-bits,cereals
12258.0,Bagel frozen cocks,snacks
9755.0,Cheese snacks - NanÃÂÃÂ¶,snacks
13857.0,Cream Cheese - Philadelphia - See Varieties In stock,cheese
29646.0,Battery toothbrush - see varieties in store,toothbrush
8352.0,Capillary Color - Feria,stationary
2335.0,quinoa,quinoa
48183.0,Chips - Unnamed,chips
6506.0,Gas Drink - See Varieties In Store,juices
46060.0,Gas Drink - Coke Diet,juices
3974.0,Cats Food - Fancy Feast - View Varieties in-store,cat food
920.0,PÃÂÃÂ¢tÃÂÃÂ© with three frozen meats,frozen beef
9499.0,yellow onions,onions
36906.0,Chocolate treatments - Hershey's - View Varieties in-store,chocolate
29103.0,Cookie mix,cookies
46692.0,Organic Drink - President's Choice - See Varieties In-store,drinks
20781.0,Brussels sprouts,vegetables
20428.0,"Capillary Products - Frunts - Saturday, November 16th only - Limit of 4 - $ 2.99 The rest of the week or by article out of bound",stationary
37696.0,Crustles - Stax - * Bonus 25 Points M Within Buying 3,crustles
3556.0,Frozen Meal - Slimming Kitchen,frozen meal
9474.0,Frozen Beef Bouballs - President's Choice,frozen beef bouballs
39890.0,Max batteries,battery
32407.0,Cretons - Buy 2 and get the third for free for free,cretons
44329.0,100% refrigerated juice mix - see varieties in store - * Bonus 20 points m,juices
23273.0,Yogurt Nature Bio,yogurt
46184.0,Ice Dessert - Classic - See Varieties In Store,ice cream
48112.0,tomatoes,tomatoes
10343.0,Cut Carrots (Cocktail) Organic,carrots
6891.0,"Crackers - Saturday 18 and Sunday, May 19th only.",crackers
46058.0,Frozen Pizza - See Varieties in Store - * Bonus 20 Points M,frozen pizza
4391.0,Fridges,fridges
4332.0,Dietal drink,drinks
36643.0,Chia seeds,chia seed
13027.0,Velvety peanut butter,peanut butter
12562.0,Sliced salami,fish
27365.0,Capillary products,stationary
15591.0,"Batteries - Saturday, 22 and Sunday 23 June only.- Limit of 4 - $ 13.79 The rest of the week or by item outside.",battery
42643.0,Frozen Pancakes - EGGO - * Bonus 15 Points M,frozen pancakes
15333.0,Skimmed milk - finely filtered,milk
39017.0,Strike Milk - See Varieties In Store,milk
32665.0,Skim milk - Purfiltre,milk
18352.0,Pale tuna,fish
38368.0,mozzarella cheese,cheese
8926.0,Probiotic Yogurt - Activia,yogurt
10251.0,Greek Greek Yogurt - See Varieties In Store,yogurt
188.0,Meal kit - see varieties in store,meal kit
16797.0,Biscuits - Bear Paws - Buy 2 and Get FREE 1 Bear Craquins Paws,biscuits
16349.0,Frozen Chicken Chest Burgers - Pub Style,frozen chicken
11193.0,Butter,butter
7905.0,"Hygienic paper - Original - Saturday 27 and Sunday, July 28th only.- Limit of 4 - $ 5.99 The rest of the week or by item outside the limit",hygienic paper
22308.0,Frozen fish fillets - Japd by the day - see varieties in store,frozen fish
27380.0,Chip,chips
18200.0,Apple juice,juices
4600.0,Probiotic Kefir - Original,probiotic kefir
15207.0,Rinse Agent - Jet Dry - * Bonus 40 Points M,laundry detergent
10310.0,Instant Coffee - Taste's Choice - * Bonus 20 Points M,coffee
37158.0,Facial Moisturizers - Complete,personal care
4898.0,Frozen Hot Chicken PÃÂÃÂ¢tÃÂÃÂ©,frozen chicken
4037.0,Campaign Pipe - See Varieties In Store,campaign
16518.0,Cheese without lactose - see varieties in store,cheese
45566.0,Nature chicken strips,chicken
8755.0,Frozen Eaglefin Nets - Market Cups,frozen eaglefin nets
23181.0,Juices - Assorted flavors,juices
28806.0,Yogurt,yogurt
48035.0,fruit yogurt,yogurt
23043.0,Cheese snack,cheese
6664.0,Cereal - See Varieties In store,cereals
32096.0,Flavored pale tuna,fish
24622.0,Frozen fish sticks,fish
19354.0,Peanut butter - creamy and light - Saturday 17 and Sunday 18 August only.- limit of 4 - $ 4.99 the rest of the week or by item outside the limit,peanut butter
11404.0,Rice,rice
12986.0,Peanut Butter - All Natural - Sea Salt,peanut butter
37865.0,Oil jelly,oil
47866.0,Fridges Ice - Popsicle,ice cream
25017.0,Soybean Drink - Natur-A,drinks
7639.0,Cream 35%,cream
11350.0,Frozen garlic bread,bread
22326.0,Tart crust Two crusts with deep vegetable pies frozen,tart
1631.0,"Silved charcuteries - Buy 3 and get 30 air miles as a premium.Friday, December 7th only.",silved charcuteries
19054.0,Cheese - Bocconcini,cheese
35508.0,Tissue Paper - Choice of President - Limit of 4 - $ 5.99 per additional item,tissue paper
24643.0,Syrup for chocolate milk - Nesquik,chocolate milk
38448.0,Liquid soap,soap
21743.0,Salad Sauce - Miracle Whip,ssauce
14191.0,Middle Green Cabbage - Quebec - Canada # 1,cabbage
15348.0,"Capillary color - Beautiful Color - Saturday 27 and Sunday, July 28th only.- Limit of 4 - $ 5.99 The rest of the week or by item outside the limit",stationary
40299.0,Coffee in organic and fair grains,coffee
3593.0,GASED MINERAL WATER,water
32156.0,waffles,waffles
2748.0,Hygienic paper - limit of 4 - $ 7.99 per additional item,hygienic paper
32446.0,Hot medicine for coughs and colds - neocitran - see varieties in store,medicine
35004.0,Slicing cheese,cheese
34423.0,Cuvette cleaner,hygienic paper
3172.0,Skin care products,personal care
35522.0,UHT milk - ChokÃÂÃÂ©o - See in store varieties,milks
25860.0,Cat Food - Friskies,cat food
7399.0,Biscuits - Snak PAKS,biscuits
17099.0,Tissue Papers - Pack of 6 Boxes,tissue papers
49633.0,Bar - Protilife - See Varieties in-store,bars
14992.0,Frozen Chicken Wings - President's Choice,frozen chicken
34358.0,Grape Bread - Old Moulin,bread
5423.0,Sour cream,cream
6673.0,Roman lettuces,lettuces
769.0,Mango Ataulfo - Mexico,mango
29418.0,Red Mango - Imported,mango
39832.0,Beans,beans
23368.0,Thin and crisp pizza - President's choice,pizza
21334.0,Sandwich or snack bags - Unnamed,sandwich or snack bags
23756.0,Creamy and light peanut butter,peanut butter
16997.0,Frozen Pizza - Ristorante - View Varieties in-store - Limit of 3 - Saturday 7 and Sunday December 8th,frozen pizza
28628.0,"Peanut Butter - Natural Crunchy - Saturday, November 10th Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",peanut butter
7785.0,Red Delicious Apples - Quebec - Canada of Fantasy,apple
43691.0,Peanut Butter - Blue Menu,peanut butter
16593.0,Table towels - Unnamed,table towels
40878.0,Chocolate treats - Kisses,chocolate
